Date,Contraria
2015-09-23,92.20529684234715
2015-09-24,92.8776852541575
2015-09-25,91.61847762576116
2015-09-28,92.65550058751347
2015-09-29,92.87905405498934
2015-09-30,91.64698238098883
2015-10-01,91.79971701633313
2015-10-02,91.2699132469816
2015-10-05,90.03651919922844
2015-10-06,89.92938909940423
2015-10-07,90.11640088552204
2015-10-08,89.80294008747764
2015-10-09,89.62774967095753
2015-10-12,89.51960418048459
2015-10-13,89.6627286252386
2015-10-14,90.06948570635306
2015-10-15,89.16610561387697
2015-10-16,88.89287904039733
2015-10-19,88.47442387045938
2015-10-20,88.5026606976471
2015-10-21,88.51894142934522
2015-10-22,87.57247367841603
2015-10-23,86.58170728670015
2015-10-26,86.38615389134716
2015-10-27,86.4448515139624
2015-10-28,86.0745101912422
2015-10-29,86.37328573404967
2015-10-30,86.69080842605929
2015-11-02,86.51482956981091
2015-11-03,86.48272689557513
2015-11-04,86.6353669804133
2015-11-05,86.40629808268591
2015-11-06,86.4199986759331
2015-11-09,87.08473974126437
2015-11-10,86.86793523487921
2015-11-11,86.71947987489506
2015-11-12,87.5028589694299
2015-11-13,88.02686624865454
2015-11-16,87.7880032024722
2015-11-17,87.04998842702035
2015-11-18,86.85717585646579
2015-11-19,86.96330783751961
2015-11-20,86.7112658370896
2015-11-23,86.79245180839969
2015-11-24,87.21168618987554
2015-11-25,86.70965565977164
2015-11-26,86.46664753350392
2015-11-27,86.54663769407607
2015-11-30,86.56576875719084
2015-12-01,86.44052217719586
2015-12-02,86.46247895592897
2015-12-03,87.7132031654491
2015-12-04,87.17349549657736
2015-12-07,86.92570048288705
2015-12-08,87.43574609960818
2015-12-09,87.9486664899509
2015-12-10,87.98474994945533
2015-12-11,88.85010615483482
2015-12-14,89.17501595593349
2015-12-15,87.98439751884955
2015-12-16,87.61161008698366
2015-12-17,87.42214676750196
2015-12-18,88.36510181485
2015-12-21,88.62626580363731
2015-12-22,88.40086351184415
2015-12-23,87.65281611493793
2015-12-24,87.72549582511775
2015-12-25,87.72549582511775
2015-12-28,87.81039982874188
2015-12-29,86.98742541737485
2015-12-30,87.25458800684204
2015-12-31,87.65893937666392
2016-01-04,88.95588627789466
2016-01-05,88.58904577052775
2016-01-06,89.19129526278995
2016-01-07,90.21139846172284
2016-01-08,90.78101404659209
2016-01-11,90.73863595543065
2016-01-12,90.18643632638646
2016-01-13,90.81257309663063
2016-01-14,91.17449676010719
2016-01-15,92.47111480831101
2016-01-18,92.53317133962132
2016-01-19,91.70625588490309
2016-01-20,92.63817150861455
2016-01-21,91.97835721106587
2016-01-22,90.99545926257647
2016-01-25,91.04789016590748
2016-01-26,90.65261365778649
2016-01-27,90.90947455687237
2016-01-28,91.392727012823
2016-01-29,89.80920383280124
2016-02-01,89.6361035314294
2016-02-02,90.539488929266
2016-02-03,90.9870920464085
2016-02-04,91.4266291928764
2016-02-05,92.58030657660103
2016-02-08,94.15238330476564
2016-02-09,94.16787273800321
2016-02-10,93.70214813277042
2016-02-11,95.09231143296121
2016-02-12,94.10049477012593
2016-02-15,93.22616181259302
2016-02-16,92.76039512494164
2016-02-17,91.81963498274808
2016-02-18,91.79115983938982
2016-02-19,91.8816021535662
2016-02-22,90.9713311782353
2016-02-23,91.29087897570213
2016-02-24,91.76047064603874
2016-02-25,90.88628686784347
2016-02-26,90.82283882855842
2016-02-29,90.85338339135367
2016-03-01,89.93238543992864
2016-03-02,90.06252134820929
2016-03-03,90.36225984011877
2016-03-04,90.19151753898412
2016-03-07,90.46238298709122
2016-03-08,90.50907947711138
2016-03-09,90.17800541574142
2016-03-10,90.50895256727703
2016-03-11,89.44341259532983
2016-03-14,89.3768417625141
2016-03-15,89.46705393256164
2016-03-16,89.3590503338458
2016-03-17,89.27962238298751
2016-03-18,88.95834470042413
2016-03-21,88.85220132520578
2016-03-22,88.90817462019777
2016-03-23,88.82801159125135
2016-03-24,89.25703631571851
2016-03-28,89.32191448572308
2016-03-29,88.70954445559893
2016-03-30,88.27971460479165
2016-03-31,88.81363424695107
2016-04-01,88.94457703263674
2016-04-04,88.80783201836748
2016-04-05,89.45566495954913
2016-04-06,88.97357348363398
2016-04-07,89.41942274188507
2016-04-08,89.22666809887184
2016-04-11,89.27046845600606
2016-04-12,88.96964133862838
2016-04-13,88.22710590285311
2016-04-14,88.00576650877011
2016-04-15,88.09397909147225
2016-04-18,87.73653939875152
2016-04-19,87.35894826880596
2016-04-20,87.4501234469008
2016-04-21,87.74708172738103
2016-04-22,87.9884428429117
2016-04-25,87.94224186341006
2016-04-26,87.93421206156869
2016-04-27,87.73783814021303
2016-04-28,87.98845445693468
2016-04-29,88.85694557195552
2016-05-02,88.45988130890673
2016-05-03,88.9732904288242
2016-05-04,89.370850259852
2016-05-05,89.38688118050023
2016-05-06,89.38539482200184
2016-05-09,89.02128583511173
2016-05-10,88.66910563412345
2016-05-11,89.28513350780261
2016-05-12,89.30767091376487
2016-05-13,89.33771978212582
2016-05-16,89.10103753743002
2016-05-17,89.54166380183405
2016-05-18,89.3781354706292
2016-05-19,89.69173964515123
2016-05-20,89.21505775625297
2016-05-23,89.39902325754457
2016-05-24,88.33668103416728
2016-05-25,87.94592797756485
2016-05-26,87.83518781389394
2016-05-27,87.58396164339634
2016-05-30,87.51603435122063
2016-05-31,87.6984601472064
2016-06-01,87.8636943647541
2016-06-02,87.70214998951353
2016-06-03,88.06058372493158
2016-06-06,87.87082026316672
2016-06-07,87.73238615405626
2016-06-08,87.7288241213458
2016-06-09,87.87692296544243
2016-06-10,88.6342637655465
2016-06-13,89.43358716497167
2016-06-14,90.17046601294724
2016-06-15,89.96594434872486
2016-06-16,90.17591031124662
2016-06-17,90.10317994758458
2016-06-20,88.90844632006909
2016-06-21,88.77083922354447
2016-06-22,88.82535587882853
2016-06-23,88.10422928411397
2016-06-24,91.0617157174194
2016-06-27,92.24843924822517
2016-06-28,90.91983188092244
2016-06-29,89.48449650576397
2016-06-30,88.93372188170596
2016-07-01,88.75216995711757
2016-07-04,88.80405486591368
2016-07-05,89.28916250234843
2016-07-06,89.78926003361507
2016-07-07,89.50318771764938
2016-07-08,88.79701595003772
2016-07-11,88.24324373032606
2016-07-12,88.0034787276378
2016-07-13,87.8471951228059
2016-07-14,87.46635875055311
2016-07-15,87.49703189069663
2016-07-18,87.43796002199171
2016-07-19,87.44003217414172
2016-07-20,87.08697950481316
2016-07-21,87.29990262523808
2016-07-22,87.08788790819612
2016-07-25,86.96707229834593
2016-07-26,87.01924199817161
2016-07-27,86.87362350221929
2016-07-28,86.90448857640445
2016-07-29,86.86363667832826
2016-08-01,86.8889098591598
2016-08-02,87.46917910399614
2016-08-03,87.69474004711661
2016-08-04,87.66535097068396
2016-08-05,87.23312025828118
2016-08-08,87.37591115185
2016-08-09,87.0393021744118
2016-08-10,87.21365593069675
2016-08-11,86.7810623935906
2016-08-12,86.7783648539607
2016-08-15,86.71460796236998
2016-08-16,87.18089772841276
2016-08-17,87.50264613746181
2016-08-18,87.39929930818275
2016-08-19,87.52500577607289
2016-08-22,87.53038171209552
2016-08-23,87.33845872880933
2016-08-24,87.3239021895084
2016-08-25,87.615291247335
2016-08-26,87.58841455090023
2016-08-29,87.54835476299321
2016-08-30,87.59406962183962
2016-08-31,87.85088182425977
2016-09-01,87.7923898488881
2016-09-02,87.06089881852178
2016-09-05,87.04843247280198
2016-09-06,86.93405212322472
2016-09-07,86.83202366367497
2016-09-08,86.97648129452118
2016-09-09,87.86715769412334
2016-09-12,87.7307321862788
2016-09-13,88.13732595643144
2016-09-14,88.17403155396597
2016-09-15,87.88046966734706
2016-09-16,88.01855001493759
2016-09-19,87.77977853261137
2016-09-20,87.7570348081569
2016-09-21,87.55415392784381
2016-09-22,86.80823218872911
2016-09-23,87.10000658884786
2016-09-26,87.76038798529957
2016-09-27,87.47239681709725
2016-09-28,87.43544184127083
2016-09-29,87.71784934645488
2016-09-30,87.33620706640048
2016-10-03,87.51267416906138
2016-10-04,87.35232739958789
2016-10-05,87.57596359189523
2016-10-06,87.83684311521192
2016-10-07,88.26341884448651
2016-10-10,87.92274670015037
2016-10-11,88.22291400784881
2016-10-12,88.26581032761828
2016-10-13,88.40814447692641
2016-10-14,87.9979827601602
2016-10-17,88.28100772400681
2016-10-18,87.55998631854843
2016-10-19,87.52834010641583
2016-10-20,87.44074686083157
2016-10-21,87.28682316538439
2016-10-24,87.07360058892611
2016-10-25,87.36711649969955
2016-10-26,87.21842058033246
2016-10-27,87.4450078935292
2016-10-28,87.21913442262468
2016-10-31,87.53883399787254
2016-11-01,88.01837596969773
2016-11-02,88.37423142924422
2016-11-03,88.5752682415249
2016-11-04,88.87471460040737
2016-11-07,87.9695376950927
2016-11-08,87.73445627689212
2016-11-09,87.2586047674152
2016-11-10,87.85872610818924
2016-11-11,87.9310650145089
2016-11-14,87.94559491658221
2016-11-15,87.64434006324183
2016-11-16,87.75373363557551
2016-11-17,87.37843957955512
2016-11-18,87.5529577787013
2016-11-21,87.34088301271616
2016-11-22,87.15507661390353
2016-11-23,87.21014933503368
2016-11-24,87.09112027195997
2016-11-25,86.7934128836929
2016-11-28,86.95845409203899
2016-11-29,86.59282499949826
2016-11-30,86.82934948290969
2016-12-01,87.31390123963298
2016-12-02,87.39512890014424
2016-12-05,87.23499427803446
2016-12-06,86.90268844651824
2016-12-07,86.42007687728706
2016-12-08,86.28687864185672
2016-12-09,85.7477567018135
2016-12-12,85.74096047961781
2016-12-13,85.23342860635674
2016-12-14,85.61946423569657
2016-12-15,85.21135696722524
2016-12-16,85.18639869141869
2016-12-19,84.96972625295837
2016-12-20,84.8338473249766
2016-12-21,84.8951541175665
2016-12-22,84.89350156159911
2016-12-23,84.77311123963857
2016-12-27,84.71051121736029
2016-12-28,84.87903213147848
2016-12-29,84.896571642284
2016-12-30,84.94900252390084
2017-01-02,84.71837212313018
2017-01-03,84.61381570635594
2017-01-04,84.51331544600005
2017-01-05,84.42510196629588
2017-01-06,84.3672576262108
2017-01-09,84.38341598531173
2017-01-10,84.42806604192916
2017-01-11,84.34896057140399
2017-01-12,84.47589657473178
2017-01-13,84.22778668318483
2017-01-16,84.55662464616486
2017-01-17,84.52259446158429
2017-01-18,84.52026715273968
2017-01-19,84.64251042170903
2017-01-20,84.62402175517904
2017-01-23,84.73168165219036
2017-01-24,84.72077733684905
2017-01-25,84.37879012862346
2017-01-26,84.37468829040402
2017-01-27,84.41069060362324
2017-01-30,84.8021641981373
2017-01-31,84.92705322893413
2017-02-01,84.8452847845816
2017-02-02,84.83001794483191
2017-02-03,84.45388731255355
2017-02-06,84.67045525413079
2017-02-07,84.56832508567119
2017-02-08,84.26002360996699
2017-02-09,83.81919670265947
2017-02-10,83.80113055148767
2017-02-13,83.44158892147158
2017-02-14,83.3787354413853
2017-02-15,83.0845076959639
2017-02-16,82.99729685998415
2017-02-17,82.96559370601904
2017-02-20,82.95444071029637
2017-02-21,82.67177797478618
2017-02-22,82.6471851063081
2017-02-23,82.5652666608133
2017-02-24,82.51684880622412
2017-02-27,82.51215983468417
2017-02-28,82.34386884218047
2017-03-01,81.74272440856751
2017-03-02,81.82457317097864
2017-03-03,81.82569388853732
2017-03-06,81.97180146297727
2017-03-07,82.12591846236249
2017-03-08,82.03121942213176
2017-03-09,81.92385391857711
2017-03-10,81.9332954202388
2017-03-13,81.93109172596795
2017-03-14,81.99321597899325
2017-03-15,81.84903405744342
2017-03-16,81.56534607511178
2017-03-17,81.37697277572502
2017-03-20,81.424914008285
2017-03-21,81.69720887606012
2017-03-22,81.71098008987485
2017-03-23,81.4641105791336
2017-03-24,81.41739776666142
2017-03-27,81.35969000090184
2017-03-28,81.17193195495935
2017-03-29,81.09361302802931
2017-03-30,81.04009402095217
2017-03-31,80.88268337385696
2017-04-03,80.95428686798806
2017-04-04,80.87661186994028
2017-04-05,80.90869731473374
2017-04-06,80.72267492076597
2017-04-07,80.7153950377729
2017-04-10,80.78787974780113
2017-04-11,80.72065101150284
2017-04-12,80.69524895481212
2017-04-13,80.7522804451398
2017-04-17,80.51997174584915
2017-04-18,80.74536898470562
2017-04-19,80.77022240426189
2017-04-20,80.6091464133161
2017-04-21,80.66687607834717
2017-04-24,79.62308554310519
2017-04-25,79.32586383007207
2017-04-26,79.29951175943809
2017-04-27,79.19017867375644
2017-04-28,79.27071175967995
2017-05-01,79.29008261124198
2017-05-02,78.9532357121899
2017-05-03,78.93702687367583
2017-05-04,78.4653464436107
2017-05-05,78.19432258195518
2017-05-08,78.1893877898162
2017-05-09,78.15739348960817
2017-05-10,78.24729777318122
2017-05-11,78.40102004968304
2017-05-12,78.16577534381362
2017-05-15,78.18229438375522
2017-05-16,78.27275174252948
2017-05-17,78.87486233059869
2017-05-18,78.94378027082095
2017-05-19,78.59730619642292
2017-05-22,78.4552473760233
2017-05-23,78.2576009587581
2017-05-24,78.20593197468884
2017-05-25,77.91953022574658
2017-05-26,77.96101089369816
2017-05-29,78.13350098101856
2017-05-30,78.01211211836008
2017-05-31,77.83331752911147
2017-06-01,77.62216497928365
2017-06-02,77.34981123661207
2017-06-05,77.44503564797444
2017-06-06,77.66028951432341
2017-06-07,77.59215182661363
2017-06-08,77.63936430119634
2017-06-09,77.62695549176688
2017-06-12,78.03774340987363
2017-06-13,77.71074449432409
2017-06-14,77.51436003286523
2017-06-15,77.71459289706813
2017-06-16,77.41675124260966
2017-06-19,76.99169111190547
2017-06-20,77.09837189126003
2017-06-21,76.97927110394932
2017-06-22,76.99084981187474
2017-06-23,77.00448885883152
2017-06-26,76.85662566512639
2017-06-27,77.38403212328649
2017-06-28,77.28062372242853
2017-06-29,78.19946325240659
2017-06-30,77.96280611695755
2017-07-03,77.84873477577175
2017-07-04,77.96667801675581
2017-07-05,77.8479820251781
2017-07-06,78.27450210261895
2017-07-07,77.95848957282762
2017-07-10,77.81292356726128
2017-07-11,78.09473307197392
2017-07-12,77.46561380398114
2017-07-13,77.47573944740138
2017-07-14,77.25910598122151
2017-07-17,77.25623283743896
2017-07-18,77.45905982160117
2017-07-19,77.06241609752479
2017-07-20,77.25604045240961
2017-07-21,77.4869579211441
2017-07-24,77.66775402364206
2017-07-25,77.48121684139421
2017-07-26,77.26542723281317
2017-07-27,77.18671634679544
2017-07-28,77.52238330330329
2017-07-31,77.5725756994397
2017-08-01,77.31299191059661
2017-08-02,77.3415154697381
2017-08-03,77.14826961060203
2017-08-04,76.81102946849438
2017-08-07,76.74120043851624
2017-08-08,76.69409062138516
2017-08-09,76.9502138030738
2017-08-10,77.32431565563385
2017-08-11,77.45295779898366
2017-08-14,76.85274595593437
2017-08-15,76.73790211260624
2017-08-16,76.46245225544675
2017-08-17,76.77445854637428
2017-08-18,77.15705167885028
2017-08-21,77.13633915358956
2017-08-22,76.78198012309656
2017-08-23,77.01909776489171
2017-08-24,76.97494250810512
2017-08-25,77.0016720883405
2017-08-28,77.10707361813742
2017-08-29,77.22954032055326
2017-08-30,77.09346136580265
2017-08-31,76.74969983703569
2017-09-01,76.50391190381461
2017-09-04,76.64539361092922
2017-09-05,76.71461987898387
2017-09-06,76.68859379367643
2017-09-07,76.52502714487593
2017-09-08,76.51370241203462
2017-09-11,75.98289947194021
2017-09-12,75.97934311337252
2017-09-13,75.91373655429503
2017-09-14,75.92691765379753
2017-09-15,76.03362544738731
2017-09-18,75.98569089107582
2017-09-19,75.90778619249774
2017-09-20,75.94801739432553
2017-09-21,76.04671444459122
2017-09-22,76.03119483637946
2017-09-25,76.17047989796903
2017-09-26,76.22138349909015
2017-09-27,76.20796162160225
2017-09-28,76.1645057838237
2017-09-29,75.96833621560057
2017-10-02,75.87288824887038
2017-10-03,75.80641731319547
2017-10-04,76.06514564143275
2017-10-05,75.7153536282319
2017-10-06,75.78976354547626
2017-10-09,75.67761638655058
2017-10-10,75.64139278412468
2017-10-11,75.38523985448997
2017-10-12,75.35664139228939
2017-10-13,75.28679550993022
2017-10-16,75.27440591692891
2017-10-17,75.08904165943063
2017-10-18,74.94714792963687
2017-10-19,75.06213717370986
2017-10-20,74.97079901007416
2017-10-23,74.88441338533019
2017-10-24,74.95296970923354
2017-10-25,75.08407923733103
2017-10-26,74.34357875749059
2017-10-27,74.1788996178781
2017-10-30,74.06892342415362
2017-10-31,73.84991959666355
2017-11-01,73.82607553198365
2017-11-02,73.91896869864968
2017-11-03,73.67868838080155
2017-11-06,73.65426667744828
2017-11-07,73.8154444102269
2017-11-08,73.9431992930218
2017-11-09,74.27362720585799
2017-11-10,74.43234015004607
2017-11-13,74.54212911085196
2017-11-14,74.52706408565957
2017-11-15,74.70339896867411
2017-11-16,74.27680917538463
2017-11-17,74.55624755793363
2017-11-20,74.44261434123733
2017-11-21,74.15338250073063
2017-11-22,74.29453384821404
2017-11-23,74.19668657846988
2017-11-24,74.23564265660406
2017-11-27,74.27281165952078
2017-11-28,73.95289532529851
2017-11-29,73.87794676687993
2017-11-30,73.65662259917718
2017-12-01,74.02604532347674
2017-12-04,73.76525857300896
2017-12-05,73.69546263658104
2017-12-06,73.65429583052813
2017-12-07,73.51674653419362
2017-12-08,73.3569009944902
2017-12-11,73.4169863932274
2017-12-12,73.18139405346857
2017-12-13,73.18132765866588
2017-12-14,73.45206487656792
2017-12-15,73.16542654572501
2017-12-18,72.67667280153125
2017-12-19,72.89083589204989
2017-12-20,73.08693166515015
2017-12-21,72.96503263583082
2017-12-22,73.12726932435956
2017-12-26,73.10628983714446
2017-12-27,73.03154568485004
2017-12-28,73.24231729465517
2017-12-29,73.42695330275808
2018-01-02,73.41579612258786
2018-01-03,73.27686599154454
2018-01-04,72.74533013446099
2018-01-05,72.20973152371197
2018-01-08,72.26311199001513
2018-01-09,72.1826446627749
2018-01-10,72.49432175164117
2018-01-11,72.48583066762616
2018-01-12,72.23376871137174
2018-01-15,72.27609597465622
2018-01-16,72.10034992264396
2018-01-17,71.80221324655223
2018-01-18,71.89127938815349
2018-01-19,71.58229516257053
2018-01-22,71.55928320584138
2018-01-23,71.40369064730821
2018-01-24,71.51212224683681
2018-01-25,71.60990819712269
2018-01-26,71.03618210299292
2018-01-29,71.26249360445038
2018-01-30,71.80212016276468
2018-01-31,71.61004616859596
2018-02-01,71.84794107943348
2018-02-02,72.64431507114493
2018-02-05,73.98028251897779
2018-02-06,74.09728952207391
2018-02-07,73.70708510197828
2018-02-08,75.3047517453241
2018-02-09,75.1604755195616
2018-02-12,74.4191979270617
2018-02-13,74.59760983570831
2018-02-14,74.18682404066175
2018-02-15,73.79824161304218
2018-02-16,73.45810185603574
2018-02-19,73.6274695490723
2018-02-20,73.61192868474724
2018-02-21,73.88715540363178
2018-02-22,73.78368250265126
2018-02-23,73.24926619595871
2018-02-26,72.74084848678419
2018-02-27,73.01151180837184
2018-02-28,73.50318077607268
2018-03-01,74.1014952661064
2018-03-02,74.6890056163251
2018-03-05,74.15094505606125
2018-03-06,74.20796790212127
2018-03-07,74.01722868006998
2018-03-08,73.50253232328329
2018-03-09,73.05728775597096
2018-03-12,73.14439172031422
2018-03-13,73.33304645857541
2018-03-14,73.4666194459026
2018-03-15,73.2130916195098
2018-03-16,73.12608793307925
2018-03-19,73.59129171964403
2018-03-20,73.34657929246373
2018-03-21,73.5949885734496
2018-03-22,74.41024041419962
2018-03-23,75.11387710265808
2018-03-26,74.63825332591435
2018-03-27,74.58566350907299
2018-03-28,74.13904160025595
2018-03-29,73.68801414006495
2018-04-02,74.06731461104852
2018-04-03,73.78626381296613
2018-04-04,73.55516980375572
2018-04-05,72.77572088557795
2018-04-06,73.30514130830855
2018-04-09,73.1374631183896
2018-04-10,72.6636618847165
2018-04-11,72.9494053230359
2018-04-12,72.63539087804938
2018-04-13,72.58751397719371
2018-04-16,72.49358054157086
2018-04-17,72.05470716956043
2018-04-18,71.97264264287362
2018-04-19,72.14062857472202
2018-04-20,72.18573416452969
2018-04-23,72.02978606184753
2018-04-24,72.22708329355177
2018-04-25,72.34970118318647
2018-04-26,71.70769137158624
2018-04-27,71.47814851578163
2018-04-30,71.34235898060416
2018-05-01,71.42114601343827
2018-05-02,71.42772638214326
2018-05-03,71.47427052554697
2018-05-04,71.0276304916533
2018-05-07,70.87534266137547
2018-05-08,70.87273309544626
2018-05-09,70.8614541824112
2018-05-10,70.77777135292173
2018-05-11,70.78290387561746
2018-05-14,70.71415820994046
2018-05-15,70.80683618075606
2018-05-16,70.69499928714183
2018-05-17,70.52148515663913
2018-05-18,70.57467796205606
2018-05-21,70.2861052998049
2018-05-22,70.36052054341137
2018-05-23,70.41430443696457
2018-05-24,70.47430139525902
2018-05-25,70.48798622731472
2018-05-28,70.5843911706256
2018-05-29,71.02132747193869
2018-05-30,70.65193952491997
2018-05-31,70.97335735052496
2018-06-01,70.5225827632502
2018-06-04,70.04160292880051
2018-06-05,70.09704338305232
2018-06-06,69.82588934971791
2018-06-07,69.84149007899886
2018-06-08,69.72383352021896
2018-06-11,69.48752280730777
2018-06-12,69.45179751828685
2018-06-13,69.46173563834046
2018-06-14,69.15470968658842
2018-06-15,69.09292733306194
2018-06-18,69.43067551873699
2018-06-19,69.76406278781965
2018-06-20,69.69264768029969
2018-06-21,70.07730141497726
2018-06-22,69.84713647197829
2018-06-25,70.5312781150418
2018-06-26,70.54079564186533
2018-06-27,70.60387561840861
2018-06-28,70.79535273486495
2018-06-29,70.23584640275351
2018-07-02,70.33451351566262
2018-07-03,70.18050055907679
2018-07-04,70.09957180931659
2018-07-05,69.78652797361781
2018-07-06,69.58326969522454
2018-07-09,69.44148888887959
2018-07-10,69.22832710124239
2018-07-11,69.4773400238867
2018-07-12,69.04899057375486
2018-07-13,68.98330903966928
2018-07-16,68.97699890967432
2018-07-17,68.80830242725813
2018-07-18,68.6402488180994
2018-07-19,68.87218246600017
2018-07-20,68.82679149361614
2018-07-23,68.99644084780881
2018-07-24,68.90361852923242
2018-07-25,68.6864102702681
2018-07-26,68.47394424447424
2018-07-27,68.39178374934885
2018-07-30,68.70438462463419
2018-07-31,68.61221519279937
2018-08-01,68.66541394143094
2018-08-02,68.7258159299301
2018-08-03,68.51145696858822
2018-08-06,68.39522152697882
2018-08-07,68.19025955568185
2018-08-08,68.22011901378762
2018-08-09,68.20001910115741
2018-08-10,68.5637386025301
2018-08-13,68.5133870407048
