Date,ratios
2017-11-21,150.71673032475013
2017-11-22,150.14527970617527
2017-11-23,150.7580834122628
2017-11-24,150.34680713017772
2017-11-27,150.22859779802937
2017-11-28,152.31080901268592
2017-11-29,152.72278272800864
2017-11-30,153.1178738123578
2017-12-01,151.53516243728404
2017-12-04,153.38298522051332
2017-12-05,153.05404105078867
2017-12-06,152.66657556012854
2017-12-07,153.49005458134258
2017-12-08,154.31112388637942
2017-12-11,154.34030669068022
2017-12-12,155.1768813861697
2017-12-13,154.70644740146784
2017-12-14,152.8558712744095
2017-12-15,154.24760495953183
2017-12-18,156.9523332622257
2017-12-19,155.69108648518144
2017-12-20,154.97425491526002
2017-12-21,155.96244357199294
2017-12-22,155.04870778802018
2017-12-26,155.1006882381125
2017-12-27,155.09129813815224
2017-12-28,153.79933443155312
2017-12-29,152.7846066637229
2018-01-02,152.46322477630233
2018-01-03,153.27119222497026
2018-01-04,156.15863309119135
2018-01-05,158.76159507946255
2018-01-08,158.5738058812006
2018-01-09,158.45549420285164
2018-01-10,156.6722278411546
2018-01-11,156.27255840223958
2018-01-12,157.43693985861773
2018-01-15,157.74762786144967
2018-01-16,159.2664166511106
2018-01-17,160.03845659028207
2018-01-18,159.78454013357143
2018-01-19,161.51422918893334
2018-01-22,162.32115970797503
2018-01-23,163.0943615887418
2018-01-24,161.84791334256516
2018-01-25,161.03307234947195
2018-01-26,163.56595902898124
2018-01-29,161.86696990398926
2018-01-30,158.62502611864892
2018-01-31,158.37172397692203
2018-02-01,157.02097068195002
2018-02-02,152.20696996792964
2018-02-05,145.84625506022957
2018-02-06,143.8318283694785
2018-02-07,145.99809986942063
2018-02-08,138.62672665535212
2018-02-09,138.5630474872389
2018-02-12,141.97211595285444
2018-02-13,140.7424752045451
2018-02-14,143.14544120545918
2018-02-15,144.68986979175543
2018-02-16,146.7029630028374
2018-02-19,145.85574455877799
2018-02-20,145.78324879620925
2018-02-21,144.12627213968486
2018-02-22,144.83661952587505
2018-02-23,147.7065975725446
2018-02-26,150.1832173302674
2018-02-27,149.01095053965977
2018-02-28,146.640860163372
2018-03-01,144.11183421296218
2018-03-02,141.80630192388654
2018-03-05,144.11426144348857
2018-03-06,143.99266460840443
2018-03-07,144.80611033098293
2018-03-08,147.42769443403117
2018-03-09,149.50510862009847
2018-03-12,149.61728112942873
2018-03-13,148.069744366924
2018-03-14,147.71876603325362
2018-03-15,148.62584290607901
2018-03-16,149.10674510923178
2018-03-19,146.204907805708
2018-03-20,146.77249793137773
2018-03-21,145.96867733456637
2018-03-22,142.1595687700241
2018-03-23,138.8078969359808
2018-03-26,140.42318653251738
2018-03-27,141.57657434646356
2018-03-28,142.90742592978845
2018-03-29,144.8046593791848
2018-04-02,142.52437139596032
2018-04-03,142.93232359550424
2018-04-04,143.78664537057898
2018-04-05,147.60332581337377
2018-04-06,145.32266568654646
2018-04-09,146.44107896237767
2018-04-10,148.74675464642138
2018-04-11,147.68582499784372
2018-04-12,149.4191662021145
2018-04-13,149.9518146586906
2018-04-16,150.50657590943953
2018-04-17,153.1856066803025
2018-04-18,153.35224880106256
2018-04-19,152.4755671083463
2018-04-20,151.97373267292852
2018-04-23,153.06848280280755
2018-04-24,152.30717974944807
2018-04-25,151.27267102801696
2018-04-26,154.1502167321023
2018-04-27,155.45725778946615
2018-04-30,154.76402696741397
2018-05-01,154.69787840520078
2018-05-02,154.5268239558283
2018-05-03,154.15814015834533
2018-05-04,155.98118305583122
2018-05-07,156.41372474500105
2018-05-08,155.98380944961406
2018-05-09,156.23641671770164
2018-05-10,157.05357722389618
2018-05-11,157.54687964914146
2018-05-14,157.9009290860384
2018-05-15,156.91169214032018
2018-05-16,157.75035556179125
2018-05-17,158.82655365578736
2018-05-18,157.5309705676573
2018-05-21,158.48225710185164
2018-05-22,158.8222931948066
2018-05-23,157.85681972295404
2018-05-24,156.99424357401193
2018-05-25,155.97027375805206
2018-05-28,155.36494193762718
2018-05-29,152.50136492047724
2018-05-30,154.73740652863597
2018-05-31,152.43429238541947
2018-06-01,155.50213118233955
2018-06-04,157.87028793792354
2018-06-05,157.73435751996527
2018-06-06,158.93409150280755
2018-06-07,158.79541033192126
2018-06-08,158.42911149925982
2018-06-11,159.73915489608856
2018-06-12,159.66410192609467
2018-06-13,159.3891706260013
2018-06-14,161.7102251380698
2018-06-15,161.23679205478686
2018-06-18,158.66852619271052
2018-06-19,157.45284100304093
2018-06-20,158.00555640387856
2018-06-21,156.19997489935574
2018-06-22,157.661902718492
2018-06-25,154.2108347544637
2018-06-26,154.1957676053699
2018-06-27,154.7768956677149
2018-06-28,152.9005925274247
2018-06-29,154.58811389356623
2018-07-02,153.7675924484731
2018-07-03,154.6567946798318
2018-07-04,155.0931360911733
2018-07-05,156.9963561861394
2018-07-06,158.2867710102244
2018-07-09,158.28600741470166
2018-07-10,159.44033704614787
2018-07-11,156.97575971455174
2018-07-12,159.19350007317394
2018-07-13,159.05229232424392
2018-07-16,158.74168315666253
2018-07-17,159.5917896100695
2018-07-18,160.54893626309024
2018-07-19,159.4321413213483
2018-07-20,159.50530658983413
2018-07-23,158.5405459548455
2018-07-24,159.265784331987
2018-07-25,160.25123515974425
2018-07-26,161.78242216140933
2018-07-27,162.39257770856065
2018-07-30,161.57710124999622
2018-07-31,161.73856671537533
