"","Date","Renta Fija Global","High Yiled","Renta Fija EM","S&P 500","Eurostoxx 500","MSCI EM","Materias Primas"
"656",2007-09-21,333.7017,601.1937,199.4613,1525.75,4370.35,1161.14,346.219
"657",2007-09-24,333.7834,602.8862,199.6489,1517.74,4360.63,1174.71,347.553
"658",2007-09-25,334.215,602.5161,199.3641,1517.22,4328.89,1170.09,345.386
"659",2007-09-26,333.9556,603.4522,200.1173,1525.42,4364.4,1181.42,346.763
"660",2007-09-27,334.3053,604.1239,201.0783,1531.38,4388.98,1202.89,351.334
"661",2007-09-28,334.8964,604.4478,201.492,1526.75,4381.71,1204.9,348.507
"662",2007-10-01,335.1795,604.9816,202.3496,1547.04,4409.65,1218.05,348.294
"663",2007-10-02,335.3947,605.2188,201.351,1546.63,4427.01,1244.23,345.213
"664",2007-10-03,335.3345,605.6226,201.8654,1539.6,4421.58,1233.37,345.46
"665",2007-10-04,335.7584,606.5116,201.7245,1542.84,4420.39,1226.06,346.71
"666",2007-10-05,334.9016,606.9435,203.1621,1557.59,4455.31,1246.04,343.828
"667",2007-10-08,334.9333,606.6344,203.0474,1552.58,4435.87,1250.18,336.891
"668",2007-10-09,335.2325,608.1183,203.7133,1565.15,4447.58,1260.52,339.294
"669",2007-10-10,334.9437,609.624,204.1091,1562.47,4442.61,1271.44,343.44
"670",2007-10-11,334.7923,611.4485,205.6828,1554.41,4473.57,1289.46,346.968
"671",2007-10-12,334.445,611.2563,204.6915,1561.8,4476.02,1276.5,346.463
"672",2007-10-15,334.512,612.2578,204.5877,1548.71,4434.98,1290.46,350.552
"673",2007-10-16,334.6927,610.9794,203.2103,1538.53,4420.91,1274.63,350.225
"674",2007-10-17,335.7427,610.7428,204.3339,1541.24,4441.8,1279.87,349.736
"675",2007-10-18,336.49,609.8699,205.0116,1540.08,4420.38,1279.07,352.959
"676",2007-10-19,337.7959,608.734,204.9783,1500.63,4411.26,1263.26,350.871
"677",2007-10-22,338.1776,607.3946,203.4735,1506.33,4356.24,1234.29,347.648
"678",2007-10-23,338.2061,609.293,205.2584,1519.59,4378.42,1268.7,346.259
"679",2007-10-24,339.1153,609.4326,205.1897,1515.88,4357.14,1265.33,346.034
"680",2007-10-25,338.9084,610.0838,206.9904,1514.41,4412.12,1284,351.456
"681",2007-10-26,338.4626,610.4215,208.7697,1535.28,4440.23,1311.52,354.206
"682",2007-10-29,338.7631,611.422,209.1238,1540.98,4471.46,1338.49,358.607
"683",2007-10-30,338.618,611.4581,209.1168,1531.02,4462.95,1331.97,354.006
"684",2007-10-31,337.7143,612.0971,210.2031,1549.38,4489.79,1337.45,360.125
"685",2007-11-01,338.3294,610.9966,209.3259,1508.44,4415.27,1327.89,358.212
"686",2007-11-02,339.0878,610.7696,209.0665,1509.65,4410.08,1310.15,361.504
"687",2007-11-05,338.8505,609.4085,208.5467,1502.17,4392.8,1286.14,357.864
"688",2007-11-06,338.5394,610.1009,209.9625,1520.27,4407.34,1304.68,363.095
"689",2007-11-07,338.8598,609.1416,210.3417,1475.62,4400.34,1303.26,360.683
"690",2007-11-08,339.2995,607.4504,209.7518,1474.77,4363.6,1282.06,360.504
"691",2007-11-09,339.8987,605.8114,208.916,1453.7,4297.83,1278.03,362.44
"692",2007-11-12,339.8888,604.7648,206.3896,1439.18,4302.88,1232,357.601
"693",2007-11-13,339.7389,603.9239,207.5366,1481.05,4311.98,1240.25,354.112
"694",2007-11-14,339.5552,604.9796,209.0675,1470.58,4338.28,1279.91,359.809
"695",2007-11-15,340.3633,602.6371,207.8282,1451.15,4301.44,1264.67,354.531
"696",2007-11-16,340.5008,600.4091,206.9157,1458.74,4282.4,1245.8,357.254
"697",2007-11-19,341.2535,598.0414,206.4153,1433.27,4226.7,1227.05,353.841
"698",2007-11-20,340.8272,597.215,206.945,1439.7,4277.24,1228.45,358.533
"699",2007-11-21,341.5028,595.0964,205.0769,1416.77,4195.58,1188.45,357.601
"700",2007-11-22,341.5899,595.1931,205.7898,1416.77,4208.92,1185.38,357.601
"701",2007-11-23,341.6255,595.7052,204.9975,1440.7,4268.53,1186.06,362.366
"702",2007-11-26,342.5922,596.6847,204.8954,1407.22,4238,1200.94,362.035
"703",2007-11-27,341.7856,595.336,203.767,1428.23,4224.44,1187.93,356.656
"704",2007-11-28,341.0011,596.8437,205.7067,1469.02,4321.74,1203.67,352.959
"705",2007-11-29,341.7899,598.9197,206.3767,1469.72,4347,1226.75,352.652
"706",2007-11-30,341.5072,600.4924,207.4491,1481.14,4394.95,1242.06,348.831
"707",2007-12-03,342.4726,601.6369,207.2617,1472.42,4371.67,1243.17,347.497
"708",2007-12-04,342.8857,601.0456,207.5646,1462.79,4339.1,1246.81,347.61
"709",2007-12-05,342.6344,600.9253,208.2458,1485.01,4410,1269.44,346.954
"710",2007-12-06,341.669,600.8119,208.7538,1507.35,4414.66,1280.52,350.7
"711",2007-12-07,340.1093,601.6718,209.8532,1504.66,4446.34,1282.74,351.184
"712",2007-12-10,339.7072,603.2675,210.6024,1515.96,4465.52,1276.9,351.056
"713",2007-12-11,340.9141,604.3155,210.4047,1477.65,4449.95,1279.18,353.699
"714",2007-12-12,340.2118,603.6893,210.257,1486.59,4469.47,1272.12,361.088
"715",2007-12-13,339.9974,602.1587,208.7914,1488.41,4370.76,1242.3,356.545
"716",2007-12-14,339.4106,600.8206,206.9157,1467.95,4384.65,1224.65,355.957
"717",2007-12-17,339.9752,600.3729,205.0821,1445.9,4312.47,1183.93,354.967
"718",2007-12-18,340.7341,600.2769,205.6004,1454.98,4309.14,1189.49,354.247
"719",2007-12-19,341.2779,600.1367,205.5824,1453,4301.34,1197.03,357.527
"720",2007-12-20,341.8823,599.3999,204.7468,1460.12,4314.7,1196,356.425
"721",2007-12-21,340.5977,599.197,205.1353,1484.46,4384.55,1215.99,360.846
"722",2007-12-24,340.471,599.5788,205.802,1496.45,4388.38,1237.68,360.833
"723",2007-12-25,340.4089,599.5788,205.8043,1496.45,4388.38,1237.9,360.833
"724",2007-12-26,340.1481,599.6779,206.3421,1497.66,4388.38,1243.66,365.644
"725",2007-12-27,340.4467,601.1329,207.24,1476.37,4404.61,1248.52,366.048
"726",2007-12-28,341.525,602.3291,208.4762,1478.49,4404.64,1247.07,364.507
"727",2007-12-31,342.2525,602.182,207.909,1468.36,4399.72,1245.59,364.99
"728",2008-01-01,342.2525,602.182,207.909,1468.36,4399.72,1245.95,364.99
"729",2008-01-02,343.9222,603.1416,208.7901,1447.16,4339.23,1235.23,374.17
"730",2008-01-03,344.0861,601.9679,209.3302,1447.16,4333.42,1227.51,376.855
"731",2008-01-04,344.9539,600.2683,209.4598,1411.63,4270.53,1225.03,374.745
"732",2008-01-07,345.2058,598.889,209.1635,1416.18,4283.37,1207.47,370.625
"733",2008-01-08,344.8734,598.0398,210.6105,1390.19,4295.23,1220.31,376.789
"734",2008-01-09,345.448,593.9341,210.1169,1409.13,4258.32,1227,375.312
"735",2008-01-10,344.9765,594.5492,210.9758,1420.33,4237.62,1221.29,373.476
"736",2008-01-11,345.6794,595.4198,212.2605,1401.02,4225.31,1213.7,375.728
"737",2008-01-14,346.1149,596.114,213.6659,1416.25,4236.68,1218,380.307
"738",2008-01-15,346.8628,596.1014,212.9314,1380.95,4140.94,1196.16,375.503
"739",2008-01-16,347.1795,593.961,209.9919,1373.2,4108.34,1147.47,370.807
"740",2008-01-17,347.5028,592.028,209.8069,1333.25,4065.76,1140.76,370.946
"741",2008-01-18,347.5705,590.2724,209.0199,1325.19,3995.17,1136.25,371.922
"742",2008-01-21,348.0539,589.1398,205.6383,1325.19,3703.05,1069.83,371.922
"743",2008-01-22,348.3286,586.7944,207.8593,1310.5,3753.68,1041.06,366.4
"744",2008-01-23,349.316,586.4214,207.8358,1338.6,3577.99,1055.18,358.202
"745",2008-01-24,346.9985,589.8736,210.6817,1352.07,3809.07,1083.34,366.535
"746",2008-01-25,347.3618,593.2586,210.5908,1330.61,3777.06,1111.14,371.138
"747",2008-01-28,348.013,593.7244,210.9324,1353.97,3765.41,1087.71,374.534
"748",2008-01-29,347.1364,595.4838,211.3405,1362.3,3810.01,1102.82,377.939
"749",2008-01-30,346.8164,595.7528,211.2067,1355.81,3789.31,1091.35,378.08
"750",2008-01-31,347.9026,595.7022,211.1227,1378.55,3792.8,1088.72,380.406
"751",2008-02-01,348.3695,596.5185,212.2313,1395.42,3867.47,1120,375.602
"752",2008-02-04,347.9233,597.2209,212.7437,1380.82,3867.16,1142.47,379.53
"753",2008-02-05,348.9713,594.6688,210.8874,1336.64,3717.08,1127.76,375.978
"754",2008-02-06,348.6243,593.6109,210.0479,1326.45,3760.12,1104.86,377.411
"755",2008-02-07,348.1706,590.3673,208.5415,1336.91,3699.29,1095.5,381.712
"756",2008-02-08,348.553,587.7313,208.0965,1331.29,3701.17,1095.37,390.061
"757",2008-02-11,348.7733,586.2778,207.6881,1339.13,3678.16,1084.16,391.73
"758",2008-02-12,347.6443,585.8827,209.6378,1348.86,3803.76,1101.26,388.244
"759",2008-02-13,347.4915,586.4535,209.7848,1367.21,3803.21,1111.51,388.319
"760",2008-02-14,346.371,586.9437,210.767,1348.86,3797.89,1135.79,395.771
"761",2008-02-15,346.732,586.3524,211.0366,1350,3719.28,1133.82,395.189
"762",2008-02-18,346.3665,586.0524,211.2483,1350,3795.12,1141.7,395.189
"763",2008-02-19,345.7446,586.3209,211.4639,1348.78,3805.27,1153.72,406.542
"764",2008-02-20,345.3538,584.329,209.3808,1360.03,3758.47,1139.53,406.868
"765",2008-02-21,346.0168,586.46,211.0771,1342.53,3778.21,1154.56,409.43
"766",2008-02-22,345.9746,586.9727,211.3425,1353.11,3737.11,1150.3,411.494
"767",2008-02-25,344.9031,588.41,212.6659,1371.8,3798.99,1161.46,414.117
"768",2008-02-26,345.2168,590.7807,213.9515,1381.29,3855.03,1172.3,419.578
"769",2008-02-27,345.4486,592.272,216.3305,1380.02,3856.69,1190.89,421.473
"770",2008-02-28,347.1044,592.1399,216.4499,1367.68,3784.27,1192.04,428.974
"771",2008-02-29,348.915,590.1013,214.4441,1330.63,3724.5,1167.66,427.135
"772",2008-03-03,348.9623,589.5366,214.0918,1331.34,3675.51,1144.87,432.044
"773",2008-03-04,348.3852,589.2984,214.6195,1326.75,3610.2,1136.2,423.939
"774",2008-03-05,347.0177,589.7018,215.405,1333.7,3684.54,1142.17,434.336
"775",2008-03-06,346.9845,589.0628,214.295,1304.34,3617.68,1144.28,429.706
"776",2008-03-07,347.517,587.3637,212.7642,1293.37,3576.68,1117.5,426.289
"777",2008-03-10,348.3639,586.8828,211.5911,1273.37,3546.1,1093.94,426.739
"778",2008-03-11,347.3298,585.5609,212.8877,1320.65,3606.59,1118.4,428.998
"779",2008-03-12,348.2437,585.9013,215.0278,1308.77,3647.64,1131.16,432.064
"780",2008-03-13,348.0034,583.3905,214.626,1315.48,3599.58,1099.82,434.247
"781",2008-03-14,348.5642,583.2645,215.1005,1288.14,3566.59,1092.54,428.043
"782",2008-03-17,349.7924,581.8353,213.0624,1276.6,3431.82,1044.63,408.827
"783",2008-03-18,348.5746,583.5401,215.3582,1330.74,3558.66,1065.17,416.941
"784",2008-03-19,349.4882,584.6529,214.9859,1298.42,3529.54,1065.94,399.475
"785",2008-03-20,349.7162,583.3291,212.1568,1329.51,3505.9,1045.94,391.444
"786",2008-03-21,349.7654,583.3291,212.1581,1329.51,3505.9,1052.01,391.444
"787",2008-03-24,348.8441,585.6332,212.6452,1349.88,3505.9,1072.74,395.821
"788",2008-03-25,348.3241,588.7452,213.5573,1352.99,3632.59,1104.35,403.344
"789",2008-03-26,348.1783,589.677,213.9207,1341.13,3611.45,1107.6,409.559
"790",2008-03-27,347.7285,590.1373,214.3825,1325.76,3652.11,1106.66,412.528
"791",2008-03-28,348.1918,590.2784,213.1914,1315.22,3641.05,1112.76,406.924
"792",2008-03-31,348.7035,589.3929,212.5631,1322.7,3628.06,1104.58,400.046
"793",2008-04-01,347.4874,589.0843,212.4488,1370.18,3753.55,1113.77,396.03
"794",2008-04-02,347.1157,591.2997,214.2847,1367.53,3797.9,1137.69,403.104
"795",2008-04-03,347.3451,593.3283,214.1325,1369.31,3774.94,1142.9,401.984
"796",2008-04-04,348.5614,597.0525,215.1716,1370.4,3795.2,1145.21,406.267
"797",2008-04-07,348.0103,599.869,215.9556,1372.54,3828.46,1160.63,411.53
"798",2008-04-08,348.0024,599.4819,215.9116,1365.54,3810.51,1153.56,408.607
"799",2008-04-09,348.4741,599.492,216.6737,1354.49,3775.93,1150.37,418.786
"800",2008-04-10,348.4117,599.0517,217.5287,1360.55,3758.05,1158.78,418.226
"801",2008-04-11,349.0364,599.7697,217.6969,1332.83,3699.99,1160.36,415.348
"802",2008-04-14,348.9585,599.7175,217.6369,1328.32,3671.28,1145.26,418.014
"803",2008-04-15,348.1446,599.9644,217.2585,1334.43,3690.75,1150.83,422.407
"804",2008-04-16,346.6704,602.1357,217.7734,1364.71,3748.56,1164.99,426.907
"805",2008-04-17,345.9583,602.5796,217.667,1365.56,3725.23,1174.26,425.716
"806",2008-04-18,345.6714,604.782,217.0102,1390.33,3808.59,1175.85,425.559
"807",2008-04-21,346.2886,606.6705,217.4416,1388.17,3769.89,1187,421.51
"808",2008-04-22,346.11,607.702,218.0437,1375.94,3736.12,1189.74,427.399
"809",2008-04-23,346.2418,607.738,217.7623,1379.93,3763.55,1192.1,426.565
"810",2008-04-24,345.1337,606.8918,216.2598,1388.82,3761.96,1187.15,420.209
"811",2008-04-25,344.7233,606.919,215.7324,1397.84,3794.39,1189.01,422.933
"812",2008-04-28,345.2159,608.1789,216.2665,1396.37,3814.76,1194.38,424.989
"813",2008-04-29,345.9413,608.4569,215.1352,1390.94,3793.63,1180.17,415.682
"814",2008-04-30,346.8099,610.1169,215.5239,1385.59,3825.02,1191.53,414.302
"815",2008-05-01,347.1794,611.5344,214.848,1409.34,3825.02,1192.83,405.282
"816",2008-05-02,346.1973,613.0168,216.0424,1413.9,3877.5,1207.46,413.482
"817",2008-05-05,346.2456,613.3205,216.2603,1407.49,3872.15,1209.8,419.263
"818",2008-05-06,346.5598,613.0142,216.4861,1418.26,3845.08,1215.43,422.701
"819",2008-05-07,346.5666,612.0082,216.0466,1392.57,3871.78,1206.03,424.547
"820",2008-05-08,347.6342,611.5988,214.7349,1397.68,3855.86,1196.44,425.557
"821",2008-05-09,348.29,611.0084,214.8707,1388.28,3801.59,1188.61,430.273
"822",2008-05-12,348.0113,611.3675,215.8466,1403.58,3812.69,1194.11,427.506
"823",2008-05-13,346.5739,610.6978,216.4174,1403.04,3817.07,1205.59,429.803
"824",2008-05-14,345.6085,611.0931,215.1506,1408.66,3857.46,1207.58,427.269
"825",2008-05-15,346.0576,612.5281,215.6302,1423.57,3854.86,1221.4,426.76
"826",2008-05-16,346.4632,614.4685,217.7866,1425.35,3862.91,1240.31,430.022
"827",2008-05-19,346.4852,616.3085,217.7462,1426.63,3882.28,1249.73,426.471
"828",2008-05-20,347.1708,617.4316,217.8488,1413.4,3822.31,1233.67,431.679
"829",2008-05-21,346.3992,617.8271,218.3413,1390.71,3794.13,1233.11,438.279
"830",2008-05-22,345.154,615.87,217.4885,1394.35,3793.03,1221.95,432.736
"831",2008-05-23,345.5749,615.6655,217.619,1375.93,3725.82,1207.96,436.624
"832",2008-05-26,345.5905,615.6655,217.2989,1375.93,3724.9,1193.38,436.624
"833",2008-05-27,344.7178,614.0455,216.2238,1385.35,3711.03,1191.98,431.23
"834",2008-05-28,344.0043,613.6572,216.4819,1390.84,3743.18,1195.46,432.751
"835",2008-05-29,342.8744,613.1845,216.8143,1398.26,3752.24,1201.86,419.786
"836",2008-05-30,343.6195,613.6378,216.8329,1400.38,3777.85,1210.04,425.629
"837",2008-06-02,344.2582,613.2994,216.2259,1385.67,3720.5,1207.75,429.134
"838",2008-06-03,344.3835,612.4247,216.1221,1377.65,3737.34,1190.64,425.026
"839",2008-06-04,344.3399,611.5119,215.1214,1377.2,3699.05,1173.46,423.763
"840",2008-06-05,343.1675,613.8337,213.9463,1404.05,3682.83,1184.5,432.93
"841",2008-06-06,343.6244,615.5082,213.6979,1360.68,3596.7,1182.84,445.247
"842",2008-06-09,342.4285,614.7826,213.0837,1361.76,3597.34,1167.55,440.055
"843",2008-06-10,341.1954,611.8469,210.6452,1358.44,3574.7,1138.08,436.841
"844",2008-06-11,341.3477,611.7346,210.4495,1335.49,3509.39,1131.43,448.477
"845",2008-06-12,340.357,610.0817,209.9706,1339.87,3542.59,1123.12,449.308
"846",2008-06-13,339.3782,609.4357,209.4032,1360.03,3562.67,1120.03,449.976
"847",2008-06-16,339.6787,610.1955,210.2635,1360.14,3532.83,1132.98,453.966
"848",2008-06-17,340.3923,610.8248,212.1183,1350.93,3555.58,1143.87,455.974
"849",2008-06-18,341.3776,610.6334,212.62,1337.81,3507.97,1138.79,461.433
"850",2008-06-19,340.5953,608.1481,212.7169,1342.83,3486.71,1126.75,453.58
"851",2008-06-20,341.3776,607.0225,213.3915,1317.93,3426.58,1110.48,458.349
"852",2008-06-23,341.3387,604.6243,211.9571,1318,3427.33,1099.7,458.572
"853",2008-06-24,341.6951,601.6581,212.346,1314.29,3404.52,1091.56,456.222
"854",2008-06-25,341.7802,600.9328,213.1331,1321.97,3460.4,1106.21,454.071
"855",2008-06-26,342.8401,598.7179,213.8559,1283.15,3366.35,1099.71,465.677
"856",2008-06-27,343.0631,596.5168,213.1815,1278.38,3340.27,1084.79,466.438
"857",2008-06-30,342.5287,596.6557,214.026,1280,3352.81,1087.12,464.357
"858",2008-07-01,342.0276,594.1783,213.13,1284.91,3292.86,1068.75,468.632
"859",2008-07-02,342.0474,593.55,213.8667,1261.52,3288.52,1057.15,474.207
"860",2008-07-03,342.4964,591.4268,213.67,1262.9,3330.9,1033.48,473.919
"861",2008-07-04,343.0096,591.0958,214.813,1262.9,3275.2,1030.32,473.919
"862",2008-07-07,343.5458,590.6707,215.9683,1252.31,3332.66,1038.29,461.9
"863",2008-07-08,344.3795,589.4157,216.2786,1273.7,3287.6,1022.61,449.119
"864",2008-07-09,344.9658,591.6099,218.0062,1244.69,3342.48,1036.97,449.9
"865",2008-07-10,345.2028,590.5092,217.9015,1253.39,3283.01,1036.53,458.389
"866",2008-07-11,344.245,588.6251,219.2408,1239.49,3197.78,1043,460.667
"867",2008-07-14,344.9487,589.7068,220.2194,1228.3,3216.24,1043.04,457.896
"868",2008-07-15,345.2963,587.6213,220.5345,1214.91,3142.73,1016.17,447.116
"869",2008-07-16,344.4085,586.8146,221.6258,1245.36,3174.76,1015.9,443.124
"870",2008-07-17,343.1935,588.8835,223.3465,1260.32,3256.09,1031.4,431.045
"871",2008-07-18,341.9352,590.3678,223.959,1260.68,3321.53,1022.16,425.729
"872",2008-07-21,341.7607,593.0465,223.7327,1260,3333.92,1041.5,425.525
"873",2008-07-22,341.5357,592.1714,223.3938,1277,3326.24,1035.64,418.67
"874",2008-07-23,341.2525,593.2888,222.369,1282.19,3387.5,1049.92,411.216
"875",2008-07-24,342.9568,592.6893,223.587,1252.54,3354.58,1042.77,407.75
"876",2008-07-25,342.3585,591.5963,224.0834,1257.76,3351.13,1024.52,406.503
"877",2008-07-28,343.5999,591.1461,225.2753,1234.37,3313.41,1024.4,408.808
"878",2008-07-29,343.7631,589.736,225.2691,1263.2,3324.86,1015.79,405.436
"879",2008-07-30,344.2773,589.7364,225.6378,1284.26,3367.33,1038.96,411.009
"880",2008-07-31,345.0679,589.8398,227.242,1267.38,3367.82,1041.86,409.311
"881",2008-08-01,345.206,587.0725,227.6771,1260.31,3316.61,1029.81,407.819
"882",2008-08-04,345.317,586.5632,228.1318,1249.02,3289.26,1008.34,393.567
"883",2008-08-05,345.1709,586.448,227.3748,1284.88,3380.09,999.5,390.352
"884",2008-08-06,344.9563,586.6987,226.4616,1289.19,3409.02,1012.18,388.69
"885",2008-08-07,346.2724,586.4862,225.7704,1266.07,3397.25,1008.14,390.575
"886",2008-08-08,346.5369,584.0998,220.981,1296.32,3408.48,990.02,377.918
"887",2008-08-11,346.0732,585.0484,221.0526,1305.32,3445.66,990.59,376.311
"888",2008-08-12,346.91,586.2824,220.6618,1289.59,3436.85,982.52,374.302
"889",2008-08-13,346.8735,586.0409,219.9322,1285.83,3354.75,973.88,384.605
"890",2008-08-14,347.1025,586.5877,220.3979,1292.93,3356.84,983.94,380.789
"891",2008-08-15,347.5545,586.8196,218.6047,1298.2,3367.62,971.89,373.763
"892",2008-08-18,347.9478,587.3186,220.5988,1278.6,3366.09,960.07,376.159
"893",2008-08-19,347.7408,585.9572,219.3803,1266.69,3279.75,942.88,379.871
"894",2008-08-20,348.373,585.8636,220.5013,1274.54,3295.28,961.47,382.983
"895",2008-08-21,347.8007,585.75,221.4665,1277.72,3248.92,957.14,396.426
"896",2008-08-22,347.2019,585.3536,221.0147,1292.2,3312.41,956.22,385.42
"897",2008-08-25,347.7742,585.9849,220.2912,1266.84,3280.41,950.25,385.105
"898",2008-08-26,348.5291,585.5265,218.4923,1271.51,3297.42,938.5,387.161
"899",2008-08-27,348.2853,586.0812,219.4345,1281.66,3299.15,953.74,389.102
"900",2008-08-28,348.3405,586.7194,219.3021,1300.68,3359.42,956.96,381.452
"901",2008-08-29,348.5007,587.4026,219.3385,1282.83,3365.63,956.25,379.496
"902",2008-09-01,348.6127,586.7698,217.8275,1282.83,3364.4,934.63,379.496
"903",2008-09-02,348.9357,587.099,216.7423,1277.58,3416.46,928.6,367.346
"904",2008-09-03,349.336,586.0942,215.2207,1274.98,3368.97,911.96,365.137
"905",2008-09-04,349.876,585.6343,213.4412,1236.83,3274.82,893.27,363.607
"906",2008-09-05,350.195,584.3471,210.3911,1242.31,3185.83,873.68,357.02
"907",2008-09-08,350.6306,586.0154,211.4534,1267.79,3284.12,902.5,357.366
"908",2008-09-09,351.0057,585.3464,210.7758,1224.51,3261.07,868.58,351.907
"909",2008-09-10,350.6553,583.9863,209.9714,1232.04,3242.02,858.94,348.565
"910",2008-09-11,350.3945,582.427,206.9263,1249.05,3222.1,839.81,346.036
"911",2008-09-12,349.085,582.9357,211.2898,1251.7,3278.02,855.47,351.501
"912",2008-09-15,350.1287,576.8449,210.0909,1192.7,3151.17,825.35,345.014
"913",2008-09-16,349.9644,569.8094,208.6355,1213.59,3088.43,784.61,334.816
"914",2008-09-17,349.1977,565.4244,207.4399,1156.39,3018.77,768.92,346.399
"915",2008-09-18,347.8489,563.5789,207.5554,1206.52,3000.83,767.84,343.75
"916",2008-09-19,345.6779,570.5872,212.3928,1255.08,3253.52,845.56,350.817
"917",2008-09-22,345.2569,571.829,214.721,1207.09,3181.77,854.48,363.509
"918",2008-09-23,345.1321,568.7001,213.8873,1188.22,3139.83,830.32,358.816
"919",2008-09-24,346.0635,565.5183,212.8932,1185.87,3119.83,831.3,357.004
"920",2008-09-25,345.1246,559.932,213.199,1209.18,3207.11,838.29,358.755
"921",2008-09-26,345.3282,553.196,212.8809,1213.01,3156.46,823.69,353.732
"922",2008-09-29,347.3755,548.1213,209.2646,1106.39,3008.19,775.06,335.277
"923",2008-09-30,345.345,538.9048,207.5378,1166.36,3038.2,786.92,335.748
"924",2008-10-01,345.9472,535.5089,207.1966,1161.07,3067.35,786.17,335.174
"925",2008-10-02,346.9401,525.2305,204.0324,1114.28,3007.51,759.5,319.952
"926",2008-10-03,347.4103,522.3408,203.9174,1099.23,3113.82,741.73,318.25
"927",2008-10-06,349.9847,509.3815,194.3312,1056.89,2868.97,671.18,301.965
"928",2008-10-07,349.0626,503.5627,194.8248,996.23,2879.45,659.09,304.442
"929",2008-10-08,347.7714,494.0304,189.1744,984.94,2694.55,605.84,303.255
"930",2008-10-09,345.6107,485.427,190.5657,909.92,2629.04,618.9,303.375
"931",2008-10-10,344.0354,463.9263,185.0388,899.22,2421.87,591.9,284.565
"932",2008-10-13,343.217,464.2743,189.1182,1003.35,2688.32,635.66,292.424
"933",2008-10-14,341.853,472.4107,193.1793,998.01,2756.74,673.75,289.985
"934",2008-10-15,342.0548,464.1277,186.6782,907.84,2578.06,623.3,277.517
"935",2008-10-16,342.7633,455.5454,180.5677,946.43,2423.8,576.5,271.182
"936",2008-10-17,342.7048,451.505,182.8645,940.55,2532.17,567.92,276.357
"937",2008-10-20,343.5501,451.9641,181.7603,985.4,2613.68,590.59,277.358
"938",2008-10-21,344.8298,450.9864,176.8893,955.05,2598.97,580.2,273.412
"939",2008-10-22,345.8998,445.0722,168.9725,896.78,2457.97,534.69,261.577
"940",2008-10-23,346.2421,437.9313,168.5019,908.11,2452.03,514.29,259.414
"941",2008-10-24,345.2779,429.0462,165.9399,876.77,2333.28,473.98,252.67
"942",2008-10-27,344.7871,424.5182,164.841,848.92,2293.05,454.34,255.592
"943",2008-10-28,343.9883,425.866,169.9739,940.51,2381.68,484.93,256.414
"944",2008-10-29,343.9353,432.7224,177.1826,930.09,2515.24,507.55,271.318
"945",2008-10-30,344.1671,438.0563,177.6077,954.09,2528.04,561.34,262.851
"946",2008-10-31,343.0783,438.4342,178.3278,968.75,2591.76,570.52,264.29
"947",2008-11-03,344.0597,440.4138,178.378,966.3,2610.04,584.36,263.011
"948",2008-11-04,345.4931,446.4754,183.5682,1005.75,2755.12,603.14,275.641
"949",2008-11-05,346.4954,450.6284,185.0853,952.77,2710.65,600.18,266.919
"950",2008-11-06,347.0345,447.2622,180.8221,904.88,2542.04,557.66,257.516
"951",2008-11-07,347.1134,443.974,179.8201,930.99,2602.54,564.76,255.779
"952",2008-11-10,347.6026,444.6392,180.7291,919.21,2625.84,583.02,261.532
"953",2008-11-11,347.682,443.3561,176.2557,898.95,2483.61,555.62,252.233
"954",2008-11-12,348.3635,439.6461,172.933,852.3,2400.74,533.49,246.566
"955",2008-11-13,347.4291,433.8883,172.5041,911.29,2429.94,524.12,247.443
"956",2008-11-14,347.866,430.5896,175.2415,873.29,2456.43,530.28,248.584
"957",2008-11-17,347.9484,427.9331,173.6169,850.75,2364.83,520.1,246.358
"958",2008-11-18,348.0102,422.3671,172.6927,859.12,2390.1,500.48,245.084
"959",2008-11-19,348.7465,414.7587,171.6203,806.58,2295.36,489.59,243.864
"960",2008-11-20,350.012,405.7645,168.9272,752.44,2225.99,464.31,235.277
"961",2008-11-21,350.0601,400.5756,168.6281,800.03,2165.91,467.63,235.779
"962",2008-11-24,349.606,401.0889,174.6667,851.81,2380.3,485.52,247.664
"963",2008-11-25,351.7212,404.9784,178.65,857.39,2385.9,500.37,242.339
"964",2008-11-26,352.4518,407.6147,179.1114,887.68,2373.82,513.26,248.53
"965",2008-11-27,352.3014,407.6598,180.6051,887.68,2427.97,525.95,248.53
"966",2008-11-28,352.3845,408.8937,179.4008,896.24,2430.31,526.97,245.9
"967",2008-12-01,353.8962,408.0984,176.9006,816.21,2288.39,513.39,236.785
"968",2008-12-02,354.987,409.2718,177.7395,848.81,2354.13,501.23,233.078
"969",2008-12-03,355.5474,407.2881,179.7831,870.74,2369.52,503.38,229.794
"970",2008-12-04,355.6534,406.4727,181.2674,845.22,2368.72,501.77,221.515
"971",2008-12-05,355.3871,403.2664,179.6724,876.07,2252.09,497.51,212.527
"972",2008-12-08,354.1532,405.6118,183.3785,909.7,2449.28,537.09,219.839
"973",2008-12-09,354.3514,407.0715,185.2897,888.67,2480.79,537.55,217.904
"974",2008-12-10,354.7708,407.2302,186.0279,899.24,2495.58,562.44,223.287
"975",2008-12-11,355.0957,406.2959,189.5305,873.59,2485.39,568.89,228.994
"976",2008-12-12,354.8082,403.4792,188.6362,879.73,2418.91,551.71,225.655
"977",2008-12-15,355.47,405.4189,189.8915,868.57,2407.47,562.67,225.648
"978",2008-12-16,356.8547,406.618,190.5305,913.18,2450.36,571.85,227.752
