Date;IBEX;SXXP;Telefónica;BBVA;Iberdrola;Inditex
18/03/2005;9263.9;261.69;133.866;121.053;4.98;4.552
21/03/2005;9225.4;261.06;133.372;118.171;49.475;4.57
22/03/2005;9299.2;261.55;134.558;119.804;49.875;4.59
23/03/2005;9252.1;260.66;133.965;119.612;49.725;4.562
24/03/2005;9309.3;262.17;134.361;120.381;50.175;4.608
25/03/2005;9309.3;262.17;134.361;120.381;50.175;4.608
28/03/2005;9309.3;262.17;134.361;120.381;50.175;4.608
29/03/2005;9324.1;262.89;135.053;120.669;50.375;4.532
30/03/2005;9280.1;262.09;134.163;120.093;5.015;4.562
31/03/2005;9258.8;262.19;132.878;120.669;5.045;4.614
01/04/2005;9289.5;263.43;132.087;121.822;50.875;4.678
04/04/2005;9206;262.26;130.999;120.765;49.975;4.62
05/04/2005;9298.1;264.47;131.988;121.918;5.125;4.64
06/04/2005;9382.1;265.52;132.977;123.359;5.2;4.666
07/04/2005;9392.4;266.31;133.075;123.167;5.195;4.68
08/04/2005;9385.8;266.89;133.372;123.359;51.825;4.648
11/04/2005;9334.8;266.32;132.779;12.163;5.18;4.628
12/04/2005;9303.1;265.42;132.482;121.245;51.525;4.61
13/04/2005;9373.9;266.65;133.174;121.822;52.075;4.658
14/04/2005;9364.5;266.01;133.174;121.438;5.2;4.68
15/04/2005;9155.2;261.85;129.813;118.747;51.175;4.628
18/04/2005;9025.8;257.28;128.923;116.826;50.425;4.57
19/04/2005;9046.2;259.05;128.923;117.018;50.575;4.606
20/04/2005;9016.6;257.66;129.022;116.057;50.625;4.64
21/04/2005;9018.7;257.28;129.714;115.673;50.375;4.66
22/04/2005;9096.4;259.27;131.296;11.673;5.045;4.68
25/04/2005;9106.2;260.45;130.703;116.442;50.775;4.69
26/04/2005;9083.7;259.52;130.505;115.961;50.575;4.696
27/04/2005;8985;255.99;129.121;114.808;50.375;4.586
28/04/2005;8985.4;255.63;128.725;115.289;50.425;4.6
29/04/2005;9001.6;256.06;129.813;114.808;50.425;4.592
02/05/2005;9119.9;256.83;131.395;116.922;5.1;4.66
03/05/2005;9168.3;257.96;131.494;117.691;5.12;4.664
04/05/2005;9195.7;259.29;131.691;117.787;5.14;4.712
05/05/2005;9235.5;260.77;133.174;118.171;5.155;4.696
06/05/2005;9263.1;261.9;133.273;119.228;51.475;4.706
09/05/2005;9223.5;261.01;132.779;118.171;51.375;4.722
10/05/2005;9146.1;259.11;131.592;11.673;51.075;4.7
11/05/2005;9149.9;258.55;131.197;117.883;5.09;4.71
12/05/2005;9213.1;260.13;132.581;119.132;50.925;4.738
13/05/2005;9222.5;260.15;131.197;120.093;5.075;4.722
16/05/2005;9217.7;259.06;131.988;120.189;5.055;4.722
17/05/2005;9213.3;259.32;132.977;119.132;5.075;4.694
18/05/2005;9364.2;262.29;134.163;121.053;51.975;4.77
19/05/2005;9400.1;263.52;135.349;122.014;52.075;4.786
20/05/2005;9368.5;263.75;135.349;121.149;5.175;4.78
23/05/2005;9397;264.84;135.943;122.206;51.675;4.728
24/05/2005;9372.4;264.63;135.646;12.163;5.145;4.686
25/05/2005;9351.3;264.48;135.053;120.669;51.275;4.67
26/05/2005;9417.9;266.33;135.646;121.822;51.675;4.658
27/05/2005;9381.5;266.1;134.756;120.861;51.525;4.6
30/05/2005;9466.8;267.37;135.547;122.014;5.195;4.618
31/05/2005;9427.1;267.29;134.558;122.398;51.875;4.608
01/06/2005;9550.8;270.87;135.943;123.935;5.3;4.68
02/06/2005;9539.7;270.83;135.448;123.839;5.315;4.65
03/06/2005;9497.7;270.25;134.657;122.783;52.725;4.632
06/06/2005;9449.4;269.4;133.372;122.206;5.265;4.554
07/06/2005;9535.5;272.57;134.657;122.879;5.33;4.526
08/06/2005;9487.7;271.92;134.558;12.163;5.325;4.512
09/06/2005;9494;271.98;133.965;122.206;53.125;4.534
10/06/2005;9561.5;273.63;13.446;122.783;53.325;4.626
13/06/2005;9579.2;274.72;135.547;123.263;5.35;4.32
14/06/2005;9614.4;275.1;13.614;123.647;53.925;4.268
15/06/2005;9563.6;273.99;135.844;122.783;5.3;4.308
16/06/2005;9624.7;275.51;136.536;123.743;53.175;4.34
17/06/2005;9682.3;275.87;137.426;124.224;5.335;4.36
20/06/2005;9659.5;275.78;138.315;123.263;53.275;4.372
21/06/2005;9712.5;277.1;133.866;122.783;5.375;4.374
22/06/2005;9726.2;277.42;133.965;122.975;5.37;4.36
23/06/2005;9769.6;278.59;133.471;123.455;54.075;4.348
24/06/2005;9677.4;276.32;132.284;122.014;5.38;4.33
27/06/2005;9622.9;273.64;131.098;120.765;5.37;4.332
28/06/2005;9682.5;275.97;132.383;119.996;54.175;4.326
29/06/2005;9769.2;276.79;133.669;121.726;54.375;4.312
30/06/2005;9783.2;275.92;133.866;12.259;5.455;4.256
01/07/2005;9829.1;278.07;134.163;123.743;5.375;4.272
04/07/2005;9815;278.76;133.866;123.743;5.37;4.246
05/07/2005;9807.4;278.14;133.372;123.551;53.525;4.27
06/07/2005;9832.5;279.78;133.273;123.839;5.355;4.25
07/07/2005;9644.4;274.69;130.703;121.726;5.265;4.164
08/07/2005;9793.2;278.47;132.383;123.263;53.125;4.216
11/07/2005;9876.3;279.93;13.446;123.551;5.315;4.232
12/07/2005;9873.4;278.86;133.965;124.512;53.375;4.266
13/07/2005;9937.8;280.46;134.954;125.473;53.375;4.344
14/07/2005;9965.2;281.74;135.547;126.145;5.33;4.382
15/07/2005;9943.8;281.23;135.547;126.626;5.285;4.428
18/07/2005;9961;280.57;135.152;127.106;5.3;4.44
19/07/2005;10045;281.67;136.239;130.084;5.3;4.466
20/07/2005;10007;281.06;135.053;129.604;5.26;4.54
21/07/2005;10021.5;281.46;134.855;130.372;5.27;4.424
22/07/2005;10018.8;281.66;134.361;130.757;52.675;4.41
25/07/2005;10017.1;282.83;13.446;129.508;5.27;4.44
26/07/2005;10043.3;283;133.669;132.198;52.675;4.448
27/07/2005;10088.7;283.79;135.349;133.831;5.25;4.46
28/07/2005;10128.8;285.2;137.426;134.408;52.575;4.454
29/07/2005;10115.6;285.03;137.327;133.639;52.575;4.408
01/08/2005;10068.9;285.3;136.635;132.966;5.225;4.386
02/08/2005;10113.9;287.44;137.228;133.159;52.775;4.372
03/08/2005;10149.7;287.09;139.007;132.774;5.245;4.392
04/08/2005;10074.3;284.93;138.019;131.717;52.125;4.316
05/08/2005;10045.4;283.85;136.733;131.621;52.025;4.316
08/08/2005;10115.5;285.62;136.832;13.287;5.21;4.326
09/08/2005;10145.6;287.36;137.129;133.543;52.125;4.33
10/08/2005;10229.2;289.76;138.019;134.888;5.305;4.34
11/08/2005;10222.1;288.85;137.228;135.656;53.125;4.304
12/08/2005;10187.2;288.2;136.437;135.368;5.285;4.308
15/08/2005;10184.9;288.08;136.437;135.368;52.725;4.342
16/08/2005;10139.8;287.4;135.547;134.023;52.625;4.36
17/08/2005;10094.1;286.66;135.448;133.639;5.25;4.356
18/08/2005;10037.9;285.75;134.657;132.678;52.375;4.374
19/08/2005;10132.9;288.48;136.041;134.023;5.29;4.394
22/08/2005;10174.8;288.68;136.338;134.504;5.285;4.404
23/08/2005;10104.1;287.03;135.547;133.255;5.25;4.4
24/08/2005;10078.9;285.63;134.756;13.239;5.24;4.376
25/08/2005;9983.2;283.68;133.075;131.621;52.075;4.312
26/08/2005;9904.8;281.82;131.296;130.084;5.175;4.306
29/08/2005;9938.5;282.61;13.268;129.796;5.16;4.308
30/08/2005;9922.3;282.54;131.889;12.922;5.135;4.348
31/08/2005;10008.9;284.82;132.284;12.922;5.215;4.42
01/09/2005;10134.1;286.84;133.372;130.949;52.575;4.442
02/09/2005;10145;286.71;132.581;131.429;52.725;4.476
05/09/2005;10250.9;288.33;134.361;132.582;53.775;4.528
06/09/2005;10373.2;290.73;135.943;134.408;5.51;4.586
07/09/2005;10408;291.83;135.646;134.984;5.53;4.686
08/09/2005;10441.2;291.55;136.239;135.656;5.53;4.68
09/09/2005;10486.6;292.45;136.437;136.137;5.56;4.69
12/09/2005;10494.7;293.12;135.646;135.272;55.825;4.68
13/09/2005;10429.8;291.09;134.855;134.023;55.875;4.652
14/09/2005;10459.1;292.05;135.349;134.215;5.57;4.65
15/09/2005;10475.7;292.13;134.855;133.735;55.975;4.644
16/09/2005;10532.1;293.88;135.152;134.119;56.125;4.628
19/09/2005;10536;294.6;135.053;133.927;56.075;4.622
20/09/2005;10583.4;294.93;135.745;134.504;56.375;4.59
21/09/2005;10500.3;291.89;134.163;132.774;5.58;4.816
22/09/2005;10536.6;290.84;13.357;133.062;55.875;4.87
23/09/2005;10631.2;292.21;133.669;134.119;56.875;4.906
26/09/2005;10724.9;295.75;135.349;137.098;5.775;4.942
27/09/2005;10678.5;294.81;133.866;136.617;57.575;4.912
28/09/2005;10801.7;297.33;134.954;139.499;5.835;4.95
29/09/2005;10780.6;296.32;134.361;139.019;5.78;4.902
30/09/2005;10813.9;297.4;134.657;140.172;58.125;4.884
03/10/2005;10880.7;299.75;134.657;141.229;5.865;4.946
04/10/2005;10919.2;300.61;13.525;142.478;59.225;4.916
05/10/2005;10823.1;297.52;13.614;140.076;5.88;4.89
06/10/2005;10750.9;293.42;138.414;139.019;58.275;4.86
07/10/2005;10732.4;292.07;138.216;139.403;57.825;4.884
10/10/2005;10800.6;292.87;139.106;138.539;5.78;4.928
11/10/2005;10810.2;293.54;139.502;138.539;57.475;4.986
12/10/2005;10721.8;291.44;137.426;13.777;56.775;4.952
13/10/2005;10567.1;288.44;13.703;136.521;5.625;4.924
14/10/2005;10629.3;288.91;137.821;13.777;56.625;4.9
17/10/2005;10629.5;288.83;138.216;138.154;56.225;4.85
18/10/2005;10529.9;288.26;136.635;136.905;5.6;4.84
19/10/2005;10402.5;283.26;135.547;135.656;55.725;4.804
20/10/2005;10382.3;284.56;135.349;136.041;5.575;4.86
21/10/2005;10368.8;283.28;136.041;135.656;55.625;4.836
24/10/2005;10534.5;286.61;13.703;137.962;56.125;4.938
25/10/2005;10476.6;285.77;136.437;139.115;5.58;4.96
26/10/2005;10473.4;286.91;136.536;139.884;5.545;4.956
27/10/2005;10328.6;283.11;135.053;137.866;54.825;4.94
28/10/2005;10339.5;283.52;134.657;13.777;5.475;4.846
31/10/2005;10493.8;290.29;131.592;141.325;5.585;4.938
01/11/2005;10427.2;290.45;129.318;141.325;5.56;4.94
02/11/2005;10424.5;291.55;128.527;141.709;5.52;4.908
03/11/2005;10476.9;295.88;12.655;143.438;55.375;4.88
04/11/2005;10412.3;295.51;125.957;141.517;5.54;4.848
07/11/2005;10420.9;296.67;126.946;141.613;5.535;4.866
08/11/2005;10440.2;296.81;12.744;141.997;5.5;4.862
09/11/2005;10456.3;296.52;127.341;141.229;55.225;4.854
10/11/2005;10438.4;296.72;12.655;14.267;5.53;4.76
11/11/2005;10510.3;299.85;125.166;143.919;5.575;4.76
14/11/2005;10504.6;299.91;12.566;142.382;5.6;4.802
15/11/2005;10456.3;299.02;123.485;142.958;5.59;4.788
16/11/2005;10391.7;296.74;122.299;142.574;55.825;4.76
17/11/2005;10445.2;298.03;121.805;14.315;56.125;4.816
18/11/2005;10527.1;299.87;123.386;143.631;5.61;4.86
21/11/2005;10535.1;300.72;122.595;144.015;55.975;4.844
22/11/2005;10522.9;300.96;122.299;143.342;55.475;4.902
23/11/2005;10626.7;302.19;123.584;145.072;5.62;4.984
24/11/2005;10634.2;301.43;124.672;145.168;5.64;5.016
25/11/2005;10656.3;302.31;125.364;145.168;5.64;5.008
28/11/2005;10618.8;300.28;123.386;144.976;56.425;5
29/11/2005;10620.1;300.95;124.375;144.591;56.475;5.014
30/11/2005;10557.8;299.47;124.177;144.303;55.875;4.99
01/12/2005;10678.7;304.31;12.566;145.744;56.275;5
02/12/2005;10649.8;306.68;125.463;144.591;5.625;5.062
05/12/2005;10532.1;305.49;124.375;141.901;5.6;5.036
06/12/2005;10539.3;307.1;124.276;141.133;5.625;5.02
07/12/2005;10506.6;306.78;124.573;140.556;56.475;5.06
08/12/2005;10495.8;306.92;123.584;140.748;56.425;5.108
09/12/2005;10489.3;306.86;124.078;141.229;5.61;5.1
12/12/2005;10540;306.8;124.771;141.997;5.625;5.156
13/12/2005;10533.6;307.22;124.771;141.517;55.825;5.13
14/12/2005;10502.4;306.31;123.683;141.901;55.975;5.07
15/12/2005;10483.5;305.67;123.683;141.805;5.58;5.28
16/12/2005;10555.3;307.82;123.584;14.315;5.62;5.422
19/12/2005;10528.3;307.45;123.288;143.054;55.925;5.38
20/12/2005;10572.3;308.59;123.189;142.862;56.525;5.42
21/12/2005;10682.7;310.18;12.398;144.399;5.71;5.432
22/12/2005;10701.3;309.55;124.573;144.207;57.425;5.42
23/12/2005;10723.9;309.7;125.067;144.687;57.275;5.472
26/12/2005;10723.9;309.7;125.067;144.687;57.275;5.472
27/12/2005;10772.7;310.54;125.463;145.456;5.78;5.492
28/12/2005;10769.5;310.11;125.759;145.072;5.81;5.484
29/12/2005;10778.1;311.86;126.155;145.168;5.81;5.52
30/12/2005;10733.9;310.03;12.566;14.488;57.725;5.51
02/01/2006;10786.7;311.19;125.759;145.648;5.695;5.57
03/01/2006;10818.1;313.04;126.946;146.225;56.925;5.528
04/01/2006;10895.8;316.14;128.231;14.805;5.705;5.49
05/01/2006;10913.6;315.04;129.417;148.723;56.825;5.502
06/01/2006;10913.6;317.1;129.417;148.723;56.825;5.502
09/01/2006;10962.5;317.71;130.505;148.626;57.275;5.524
10/01/2006;10869.9;315.7;129.318;146.032;5.705;5.462
11/01/2006;10966.2;317.55;130.999;146.897;5.745;5.6
12/01/2006;10955.8;318.68;12.922;148.338;5.73;5.622
13/01/2006;10850.7;316.87;126.847;146.993;56.875;5.54
16/01/2006;10898.4;317.57;127.242;147.666;5.72;5.522
17/01/2006;10806.3;315.23;126.056;146.129;56.625;5.462
18/01/2006;10708.1;312.51;124.375;144.303;56.225;5.416
19/01/2006;10821.5;314.35;124.375;146.705;5.73;5.412
20/01/2006;10740.9;312.46;122.694;146.225;5.69;5.398
23/01/2006;10712.2;311.7;122.497;145.264;56.875;5.374
24/01/2006;10665.6;311;120.816;144.784;5.675;5.338
25/01/2006;10824.1;314.49;122.497;149.395;5.735;5.466
26/01/2006;10890.2;317.54;123.386;153.718;57.925;5.54
27/01/2006;11023.2;321.22;124.375;156.216;58.325;5.592
30/01/2006;11038;321.07;12.398;157.657;57.975;5.648
31/01/2006;11104.3;321.04;124.177;159.675;58.575;5.654
01/02/2006;11221.1;324.48;124.177;161.308;5.935;5.67
02/02/2006;11136;321.56;122.497;15.881;59.775;5.718
03/02/2006;11175.8;321.77;123.386;157.657;6.125;5.736
06/02/2006;11187.5;322.13;123.485;155.832;60.875;5.7
07/02/2006;11175.1;321.1;122.793;155.928;60.375;5.706
08/02/2006;11202.6;320.56;123.288;157.273;60.125;5.73
09/02/2006;11344.9;324.3;12.655;160.732;6.1;5.78
10/02/2006;11312.6;323.09;127.934;15.881;61.825;5.722
13/02/2006;11395.5;324.7;128.231;160.059;62.375;5.78
14/02/2006;11395.9;324.12;128.923;159.771;6.235;5.77
15/02/2006;11377.4;324.51;128.033;158.522;6.205;5.792
16/02/2006;11447.2;326.34;128.527;159.963;6.175;5.832
17/02/2006;11491.3;327.31;129.121;159.387;6.205;5.852
20/02/2006;11535.6;328.08;128.429;159.002;63.375;5.886
21/02/2006;11626.9;329.18;128.033;159.867;6.73;5.852
22/02/2006;11755.3;331.05;127.934;163.518;6.85;5.848
23/02/2006;11739;330.45;127.242;165.055;6.77;5.882
24/02/2006;11786.9;331.49;127.638;164.575;6.91;5.944
27/02/2006;11832.8;332.48;127.934;165.824;6.8;5.958
28/02/2006;11740.7;327.88;127.934;164.094;66.175;6.026
01/03/2006;11902.2;330.74;130.703;165.728;6.65;6.114
02/03/2006;11809.6;327.75;129.813;162.942;66.225;6.166
03/03/2006;11755.7;327.59;13.001;160.924;6.555;6.17
06/03/2006;11759.1;329.41;131.395;162.269;64.925;6.174
07/03/2006;11701.3;327.56;131.296;160.924;6.475;6.058
08/03/2006;11629.2;324.92;130.999;160.059;6.48;6.02
09/03/2006;11699.6;327.5;131.395;162.365;6.51;6.03
10/03/2006;11771.8;330.1;132.186;163.038;6.59;6
13/03/2006;11845.4;332.61;133.174;162.845;6.615;6.016
14/03/2006;11835;333.26;132.482;163.614;66.425;6.01
15/03/2006;11845.7;334;131.691;164.383;6.625;6.044
16/03/2006;11862.5;334.16;130.505;163.806;6.69;6.07
17/03/2006;11872.9;334.41;129.912;164.383;6.725;6.04
20/03/2006;11922;335.13;130.505;164.671;6.81;6.09
21/03/2006;11933.4;335.48;13.09;163.326;6.81;6.05
22/03/2006;11951.6;336.44;131.197;162.845;6.85;6.074
23/03/2006;11906.2;336.17;130.801;16.15;6.85;6.04
24/03/2006;11954.4;337.86;131.098;162.557;68.525;6.06
27/03/2006;11839.6;335.23;129.912;162.173;67.375;6.03
28/03/2006;11774.2;333.22;128.527;162.269;66.775;6.08
29/03/2006;11817.3;333.98;128.527;161.885;6.685;6.288
30/03/2006;11869.8;336.64;128.527;164.575;67.025;6.374
31/03/2006;11854.3;334.44;128.033;165.439;6.66;6.37
03/04/2006;11920;337.2;12.833;166.784;6.61;6.52
04/04/2006;11893.8;335.55;127.934;167.265;66.175;6.376
05/04/2006;11916.4;336.75;128.132;167.169;6.665;6.466
06/04/2006;11908.2;337.54;12.833;166.784;66.125;6.488
07/04/2006;11816.7;336.02;127.835;164.287;6.525;6.374
10/04/2006;11817.5;337.65;127.638;163.614;65.375;6.37
11/04/2006;11674.6;333.74;126.254;161.212;64.375;6.35
12/04/2006;11601.7;333.08;12.398;160.348;64.125;6.352
13/04/2006;11609.4;334.36;124.474;159.963;64.125;6.36
14/04/2006;11609.4;334.36;124.474;159.963;64.125;6.36
17/04/2006;11609.4;334.36;124.474;159.963;64.125;6.36
18/04/2006;11585;334.04;123.683;159.579;63.925;6.41
19/04/2006;11720.1;337.88;125.265;162.077;64.825;6.548
20/04/2006;11782.6;338.72;126.155;161.981;64.875;6.578
21/04/2006;11913.8;341.1;126.451;164.671;6.51;6.546
24/04/2006;11901.3;339.3;125.858;164.479;64.275;6.494
25/04/2006;11920.5;339.06;126.056;167.649;63.875;6.466
26/04/2006;11925.6;339.7;126.056;167.265;6.43;6.56
27/04/2006;11891.3;337.84;125.759;167.169;64.325;6.518
28/04/2006;11892.5;336.48;125.561;168.226;6.455;6.45
01/05/2006;11892.5;337.32;125.561;168.226;6.455;6.45
02/05/2006;11929.3;339.89;125.858;16.861;65.225;6.626
03/05/2006;11876.5;337.2;125.166;166.496;65.375;6.632
04/05/2006;11928.5;338.76;126.352;165.536;6.6;6.71
05/05/2006;12034.4;342.11;127.044;166.977;6.76;6.66
08/05/2006;12067.7;342.37;128.231;167.937;6.72;6.732
09/05/2006;12083.3;343.84;129.318;16.813;67.175;6.666
10/05/2006;12064.8;341.94;129.022;168.226;66.675;6.618
11/05/2006;12008.4;340.78;12.744;16.909;6.61;6.648
12/05/2006;11710.2;333.68;122.398;164.575;6.475;6.474
15/05/2006;11587.7;328.8;122.793;162.365;63.675;6.452
16/05/2006;11595.9;329.29;123.584;161.885;64.025;6.476
17/05/2006;11248.2;320.08;120.025;157.561;6.22;6.2
18/05/2006;11210.3;318.63;120.025;15.612;6.18;6.24
19/05/2006;11270.8;318.77;119.827;157.561;61.525;6.28
22/05/2006;10950.2;309.62;11.785;153.911;6.035;6.088
23/05/2006;11160.7;317.51;119.728;154.583;61.625;6.168
24/05/2006;11047.2;313.06;118.641;152.181;61.475;5.982
25/05/2006;11208.2;316.91;120.618;154.007;6.245;6.112
26/05/2006;11414.8;323.17;125.067;156.312;63.275;6.164
29/05/2006;11371.4;322.91;124.771;155.256;63.125;6.158
30/05/2006;11165.6;315.85;123.288;152.373;6.21;6.05
31/05/2006;11340.5;318.86;126.254;155.352;62.625;6.188
01/06/2006;11346.4;320.1;126.352;156.024;62.225;6.162
02/06/2006;11360.7;320.96;126.748;15.564;6.2;6.1
05/06/2006;11287.8;318.94;125.759;153.718;61.875;6.108
06/06/2006;11112;312.57;125.759;149.972;61.575;6.03
07/06/2006;11224.7;314.26;128.033;150.356;63.475;6.058
08/06/2006;10952.6;305.84;126.254;146.513;6.25;5.888
09/06/2006;11098.2;311.01;128.527;147.378;6.325;5.924
12/06/2006;11031.4;308.55;129.022;145.648;63.225;5.898
13/06/2006;10797.5;301.66;12.655;143.246;6.275;5.76
14/06/2006;10852;302.25;126.451;144.111;6.275;6.202
15/06/2006;11036.3;309.62;126.451;147.185;6.325;6.294
16/06/2006;10962.8;307.56;125.067;146.032;6.33;6.172
19/06/2006;11056.8;309.78;125.561;145.552;63.675;6.286
20/06/2006;11103.5;311.4;126.155;14.536;64.125;6.23
21/06/2006;11155.4;311.47;127.341;147.858;65.025;6.326
22/06/2006;11246.3;312.72;128.033;149.683;65.625;6.36
23/06/2006;11274.2;313.17;127.638;149.203;65.975;6.34
26/06/2006;11276.6;312.3;126.847;148.819;6.545;6.47
27/06/2006;11214.5;310.19;126.254;147.762;6.515;6.472
28/06/2006;11188.8;310.7;125.561;148.338;6.5;6.424
29/06/2006;11386.6;316.22;127.539;15.122;66.125;6.576
30/06/2006;11548.1;320.66;128.725;154.487;67.325;6.596
03/07/2006;11569.6;322.2;129.417;15.612;6.58;6.604
04/07/2006;11603.1;322.87;129.318;159.002;6.575;6.586
05/07/2006;11521.2;318.98;128.527;15.785;6.565;6.442
06/07/2006;11636.8;321.94;129.912;160.251;65.825;6.488
07/07/2006;11626.7;321.35;129.615;161.885;65.925;6.394
10/07/2006;11649.5;322.41;13.001;160.924;6.6;6.452
11/07/2006;11535.2;319.45;128.231;159.963;65.675;6.442
12/07/2006;11537.3;320.3;128.725;158.714;6.575;6.57
13/07/2006;11375;315.64;127.143;15.612;6.48;6.564
14/07/2006;11240.2;311.68;126.056;153.238;64.325;6.508
17/07/2006;11179.4;310.4;125.561;151.797;6.425;6.496
18/07/2006;11161;309.82;125.463;151.413;6.43;6.478
19/07/2006;11425.7;316.8;128.429;155.063;65.325;6.628
20/07/2006;11446.4;317.5;128.923;155.736;6.575;6.69
21/07/2006;11333.9;314.56;127.242;155.256;64.875;6.52
24/07/2006;11561.6;320.41;128.626;159.195;66.225;6.742
25/07/2006;11611.9;320.78;129.912;159.099;6.7;6.724
26/07/2006;11635.2;322.11;129.813;159.099;67.275;6.734
27/07/2006;11768.4;325.37;130.999;159.483;68.775;6.746
28/07/2006;11887.4;327.32;131.592;161.116;6.96;6.786
31/07/2006;11818;326.04;13.09;159.867;6.95;6.802
01/08/2006;11706.6;323.51;130.109;158.234;68.775;6.786
02/08/2006;11863;326.8;131.494;160.732;6.965;6.882
03/08/2006;11800.7;324.12;13.09;160.732;69.375;6.804
04/08/2006;11934.1;327.87;132.383;162.942;7.035;6.918
07/08/2006;11790.5;324.23;130.999;160.059;69.425;6.848
08/08/2006;11834;324.44;131.098;160.636;70.125;6.778
09/08/2006;11911.6;326.61;131.988;162.461;71.175;6.782
10/08/2006;11810.4;324.04;129.714;161.789;71.125;6.706
11/08/2006;11777.3;324.45;128.033;161.981;70.925;6.712
14/08/2006;11903.3;327.36;129.516;163.326;71.525;6.722
15/08/2006;11991.3;330.12;130.505;164.863;7.23;6.844
16/08/2006;12045.9;331.43;130.999;166.016;72.875;6.958
17/08/2006;12087.8;331.84;131.197;169.571;7.22;6.972
18/08/2006;12067.8;330.98;130.999;170.531;7.12;6.95
21/08/2006;12054.9;330.69;130.999;168.802;7.13;6.916
22/08/2006;12080.8;331.73;131.494;168.706;7.15;6.884
23/08/2006;12012.7;330.16;131.296;166.881;7.075;6.904
24/08/2006;12056;331.06;132.284;168.033;7.105;6.866
25/08/2006;12042.9;331.41;13.179;168.418;71.175;6.838
28/08/2006;12116.6;332.79;13.268;170.147;7.165;6.87
29/08/2006;12146.6;333.6;132.581;171.012;7.225;6.974
30/08/2006;12171.9;335.51;133.075;17.13;7.24;7.03
31/08/2006;12144.7;334.73;132.482;171.396;7.245;7.042
01/09/2006;12193;336.43;132.878;173.317;7.255;7.07
04/09/2006;12278.6;337.8;132.581;175.815;73.325;7.06
05/09/2006;12212.4;336.65;130.801;175.047;73.125;7.066
06/09/2006;12102.9;332.98;130.208;17.178;72.325;7.038
07/09/2006;12014.5;329.87;12.922;170.147;71.825;7.058
08/09/2006;12081.7;331.22;129.121;169.186;7.305;7.134
11/09/2006;12055.2;329.41;130.307;168.418;72.625;7.036
12/09/2006;12164.9;333.64;130.604;170.339;7.46;7.066
13/09/2006;12206.9;334.65;131.296;17.082;75.225;7.09
14/09/2006;12214.5;334.66;129.615;172.069;7.57;7.048
15/09/2006;12278.4;335.68;128.626;172.741;78.825;7.05
18/09/2006;12287.8;335.8;128.527;172.741;7.885;6.928
19/09/2006;12240.9;333.97;128.626;170.723;7.875;6.934
20/09/2006;12426.1;337.53;131.197;174.278;80.575;6.814
21/09/2006;12476.9;339;131.988;174.278;8.15;6.952
22/09/2006;12389.5;335.11;130.604;17.178;8.07;6.87
25/09/2006;12393.3;334.93;130.999;172.741;81.025;6.9
26/09/2006;12617.4;339.52;131.988;173.414;8.335;7.01
27/09/2006;12950;341.38;132.977;173.221;9.54;7.1
28/09/2006;12930.2;341.63;133.669;17.351;9.125;7.248
29/09/2006;12934.7;341.43;135.152;175.335;8.825;7.352
02/10/2006;12915.9;341.39;134.262;175.143;8.875;7.266
03/10/2006;12860.5;340.52;134.163;173.606;88.875;7.278
04/10/2006;12982.6;343.01;135.547;177.737;9;7.334
05/10/2006;13116.4;344.99;135.745;183.501;89.675;7.364
06/10/2006;13152.1;345.55;13.525;182.637;9.05;7.39
09/10/2006;13143.5;345.94;134.855;181.868;8.96;7.45
10/10/2006;13234.5;348.26;135.646;18.158;87.125;7.518
11/10/2006;13260.9;348.57;137.327;180.715;8.545;7.51
12/10/2006;13406.9;351.42;137.426;184.174;8.625;7.51
13/10/2006;13454.5;352.38;138.513;184.846;8.635;7.484
16/10/2006;13476.6;353.08;139.007;183.501;8.6;7.544
17/10/2006;13245.3;349.26;138.414;178.602;8.6;7.39
18/10/2006;13398.2;352.59;139.205;181.196;8.725;7.464
19/10/2006;13463.7;352.58;140.095;18.206;87.975;7.488
20/10/2006;13558;353.65;141.084;18.206;89.375;7.61
23/10/2006;13620.7;354.84;141.677;183.213;9;7.592
24/10/2006;13579.8;354.9;142.567;18.158;9;7.614
25/10/2006;13636.3;356.01;144.544;18.158;8.975;7.578
26/10/2006;13633.1;355.46;146.818;180.139;89.625;7.478
27/10/2006;13725.8;354.55;14.929;180.907;90.475;7.542
30/10/2006;13713.2;353.41;148.301;180.235;90.175;7.538
31/10/2006;13753;353.34;14.929;181.772;89.875;7.492
01/11/2006;13772.6;354.6;150.278;183.405;89.875;7.506
02/11/2006;13719.3;353.19;150.476;180.811;9.04;7.51
03/11/2006;13794.7;354.33;150.575;181.292;9.025;7.48
06/11/2006;13968.5;358.27;153.541;182.637;9.05;7.52
07/11/2006;14058.3;359.84;154.134;184.654;90.325;7.594
08/11/2006;14090.4;359.56;153.244;185.615;90.275;7.542
09/11/2006;14111.4;358.92;154.727;184.846;8.865;7.558
10/11/2006;14002.4;358.47;150.476;18.379;8.685;7.506
13/11/2006;14091.9;359.22;152.355;184.558;84.625;7.48
14/11/2006;14113.2;358.23;154.233;183.405;85.075;7.526
15/11/2006;14174.3;360.24;155.321;184.846;85.625;7.59
16/11/2006;14241.3;361.04;156.902;185.999;86.125;7.674
17/11/2006;14170;358.25;15.621;184.462;85.125;7.904
20/11/2006;14256;359.48;15.71;185.999;85.375;7.858
21/11/2006;14228.1;359.98;155.914;184.942;8.45;7.85
22/11/2006;14294.6;359.55;155.716;186.384;83.175;7.92
