3821987
2567921
1415988
1299345
917000
907077
845000
800000
750000
742651.56
734900
660000
650000
630200
600000.34
556000
550000
505947
483711.6
426000
423319.62
416562.38
410060.72
406001.47
400203.01
394672.11
360000
350000
350000
332000
301527.5
297035.48
294835.23
274509.8
270341.11
260000
255414
252000
251489.59
250000
248341.96
239102.93
232500
229368.5
220357
220070
220000
214634.95
210536.56
204450
202077.38
200000
200000
193500
192806.74
191070.31
186330
185000
182435.72
180000
176000
176000
165000
165000
160000
157083
153592.54
151000
150930.39
150411.29
146875
145500.5
143000
142774.19
