Date,Beta
2016-08-31,114.48692341293443
2016-09-01,113.45673888417326
2016-09-02,114.2021276687479
2016-09-05,114.28540838279372
2016-09-06,114.12552919075313
2016-09-07,113.84780976391207
2016-09-08,113.47422626775867
2016-09-09,113.4517967398059
2016-09-12,113.36067451363533
2016-09-13,113.75422035726938
2016-09-14,114.21984652863603
2016-09-15,113.78131177393047
2016-09-16,115.01061301316747
2016-09-19,114.89033297653677
2016-09-20,115.24412377734211
2016-09-21,114.74338023002267
2016-09-22,114.87820272876013
2016-09-23,114.63188625962621
2016-09-26,114.90767746903033
2016-09-27,114.87520547426341
2016-09-28,115.32261600890064
2016-09-29,114.08605647754526
2016-09-30,113.6125153754277
2016-10-03,113.75009321878474
2016-10-04,114.38967453767073
2016-10-05,114.10078090315716
2016-10-06,113.42823221827717
2016-10-07,113.98307143583769
2016-10-10,113.89258881653012
2016-10-11,113.17254100472327
2016-10-12,112.36408697197174
2016-10-13,112.77814673333677
2016-10-14,112.47936256579746
2016-10-17,111.98080547446594
2016-10-18,112.32690397384576
2016-10-19,111.86649139983008
2016-10-20,111.99874856967021
2016-10-21,112.19345202152562
2016-10-24,111.31576149040845
2016-10-25,111.1668002919739
2016-10-26,111.04338724728683
2016-10-27,111.14083237196897
2016-10-28,110.60353908145487
2016-10-31,110.86655727940907
2016-11-01,110.579659100726
2016-11-02,111.08430998500123
2016-11-03,111.38002244731004
2016-11-04,111.8387592705329
2016-11-07,111.65594711540464
2016-11-08,111.82500987631894
2016-11-09,111.30916566600546
2016-11-10,110.5662920981802
2016-11-11,110.82955690151836
2016-11-14,110.99346922380178
2016-11-15,110.75848562504635
2016-11-16,110.43972777505668
2016-11-17,110.64179131670004
2016-11-18,110.64491724834215
2016-11-21,111.04456518980687
2016-11-22,110.70275593710106
2016-11-23,110.85718854964351
2016-11-24,110.92858753301064
2016-11-25,111.12884245865402
2016-11-28,111.20272971306106
2016-11-29,111.08583877660661
2016-11-30,110.68364912212222
2016-12-01,110.16459672988792
2016-12-02,110.29561350113887
2016-12-05,110.0831446491539
2016-12-06,109.56640775091694
2016-12-07,108.37848548662785
2016-12-08,108.9113042614819
2016-12-09,109.47337223852713
2016-12-12,108.96500521658577
2016-12-13,109.56117159364723
2016-12-14,109.81540135042154
2016-12-15,109.64276741121692
2016-12-16,109.81496622960417
2016-12-19,109.6460696036899
2016-12-20,109.42729666131375
2016-12-21,109.11222244136242
2016-12-22,109.53309909484453
2016-12-23,109.67062659638698
2016-12-26,109.67062659638698
2016-12-27,109.78689478402227
2016-12-28,110.21242821556787
2016-12-29,110.64171658670948
2016-12-30,110.68919486929987
2017-01-02,110.4244734874625
2017-01-03,109.36351123362087
2017-01-04,109.22093807084762
2017-01-05,109.63552958078206
2017-01-06,109.76802370681983
2017-01-09,110.00856536783097
2017-01-10,110.31404683312456
2017-01-11,110.28257553125938
2017-01-12,110.5361243140001
2017-01-13,110.52609284159279
2017-01-16,110.41668721439072
2017-01-17,110.20050289983796
2017-01-18,110.07271813842658
2017-01-19,110.26133758067478
2017-01-20,109.45992511488537
2017-01-23,109.17832987006322
2017-01-24,108.66935414384504
2017-01-25,108.63175121672182
2017-01-26,108.69059244220004
2017-01-27,108.76670124249175
2017-01-30,108.9491712130712
2017-01-31,108.7250205635899
2017-02-01,108.9358746904983
2017-02-02,108.7481129782346
2017-02-03,108.80782757228143
2017-02-06,109.03041966217904
2017-02-07,109.12757469009114
2017-02-08,109.28211562912524
2017-02-09,109.16085978512406
2017-02-10,109.05822439873367
2017-02-13,109.09110324214517
2017-02-14,108.58776294343544
2017-02-15,108.98753228639929
2017-02-16,108.75416971382506
2017-02-17,108.92976112260789
2017-02-20,108.93002370810927
2017-02-21,108.99804209006338
2017-02-22,109.18203003660832
2017-02-23,109.44031627560007
2017-02-24,109.92999334126986
2017-02-27,110.39406217911163
2017-02-28,110.06635393194007
2017-03-01,109.57901639314814
2017-03-02,109.74654263580808
2017-03-03,109.68113491554733
2017-03-06,110.00047745137766
2017-03-07,110.01151657961613
2017-03-08,109.3974955979901
2017-03-09,108.88332964258053
2017-03-10,108.63484813375351
2017-03-13,108.79833467583566
2017-03-14,108.53625156448038
2017-03-15,108.47178393203885
2017-03-16,108.15241130762942
2017-03-17,108.18457649184786
2017-03-20,108.24163122838958
2017-03-21,108.17055856960498
2017-03-22,108.87756778458156
2017-03-23,108.42739242882062
2017-03-24,107.92905400996675
2017-03-27,108.15181082568358
2017-03-28,108.14340964527322
2017-03-29,108.12117774643707
2017-03-30,108.11886283450835
2017-03-31,108.15146002953774
2017-04-03,108.28269502065555
2017-04-04,108.43347013131992
2017-04-05,108.49445490258634
2017-04-06,108.46257195609135
2017-04-07,108.76165595344878
2017-04-10,108.61069296851744
2017-04-11,108.49573459629278
2017-04-12,108.881978904368
2017-04-13,108.48217025973364
2017-04-14,108.48217025973364
2017-04-17,108.41104133422978
2017-04-18,108.30319792933155
2017-04-19,108.35497043107357
2017-04-20,108.1812982293988
2017-04-21,108.15804628909736
2017-04-24,107.33730163090817
2017-04-25,107.42266037819762
2017-04-26,107.71484168207549
2017-04-27,107.89798188252705
2017-04-28,107.93978503905547
2017-05-01,108.14524982729124
2017-05-02,108.83835439391562
2017-05-03,108.84859125170242
2017-05-04,108.54799504106629
2017-05-05,109.07558854385933
2017-05-08,109.47609647697523
2017-05-09,110.18893318358087
2017-05-10,110.60204952514506
2017-05-11,110.86113865139484
2017-05-12,111.86376712690696
2017-05-15,111.57705757221234
2017-05-16,111.70085068627934
2017-05-17,112.30564051439671
2017-05-18,111.89234766254945
2017-05-19,111.67819917735716
2017-05-22,110.58435644104469
2017-05-23,110.4320479850373
2017-05-24,110.38766449552712
2017-05-25,110.4871634781966
2017-05-26,110.36202842502698
2017-05-29,110.78809284633617
2017-05-30,111.1531067219293
2017-05-31,110.6750985973738
2017-06-01,110.99573376717184
2017-06-02,110.99382167092972
2017-06-05,110.93949606761113
2017-06-06,110.91525674434007
2017-06-07,110.53989262056182
2017-06-08,110.04618264875963
2017-06-09,109.59994840674302
2017-06-12,108.99252306518942
2017-06-13,109.05201846978777
2017-06-14,109.00409509874531
2017-06-15,108.63073048359571
2017-06-16,108.36172709794603
2017-06-19,108.50813711261581
2017-06-20,109.04964090742747
2017-06-21,108.73208536609394
2017-06-22,108.67717308047268
2017-06-23,108.79806973097791
2017-06-26,109.22607743704755
2017-06-27,108.97475840088906
2017-06-28,108.8547130064154
2017-06-29,108.62763605174813
2017-06-30,107.90497027124881
2017-07-03,107.53634154066388
2017-07-04,107.37943248844513
2017-07-05,107.12638169273775
2017-07-06,106.9448680331534
2017-07-07,106.9841416005596
2017-07-10,106.69122606426876
2017-07-11,106.34706463932986
2017-07-12,107.06537966863567
2017-07-13,106.89314480427142
2017-07-14,106.70824517045557
2017-07-17,106.99099282567637
2017-07-18,107.28581705822066
2017-07-19,108.10442169335428
2017-07-20,108.18205708847213
2017-07-21,108.0203164015907
2017-07-24,107.45007535050016
2017-07-25,107.07322301817422
2017-07-26,107.39082042504785
2017-07-27,105.71491856936386
2017-07-28,105.37428328545704
2017-07-31,105.25666681349283
2017-08-01,104.98170675454986
2017-08-02,104.84863541332571
2017-08-03,104.99567888771331
2017-08-04,104.52380208733919
2017-08-07,104.32875697670887
2017-08-08,104.36538807891517
2017-08-09,104.40241900932186
2017-08-10,104.34432718293344
2017-08-11,104.33146130734913
2017-08-14,104.48148779373192
2017-08-15,104.64378635096688
2017-08-16,104.42213889223436
2017-08-17,104.50125446931177
2017-08-18,104.36845449143979
2017-08-21,104.38638542193264
2017-08-22,104.67219973307002
2017-08-23,104.54960689382143
2017-08-24,104.81565542679887
2017-08-25,103.74665841126523
2017-08-28,103.96874169843295
2017-08-29,104.15064551976563
2017-08-30,104.33415647525719
2017-08-31,104.8017581187097
2017-09-01,104.72627117243825
2017-09-04,104.57872015995999
2017-09-05,104.89481088703069
2017-09-06,105.01673306742441
2017-09-07,105.84862084011814
2017-09-08,105.743303431327
2017-09-11,105.33479732821907
2017-09-12,105.00525548617556
2017-09-13,105.14090365523697
2017-09-14,105.05333005160428
2017-09-15,104.8345550699785
2017-09-18,104.5870271517319
2017-09-19,104.63340168183547
2017-09-20,104.54469105038713
2017-09-21,105.28044583491561
2017-09-22,105.30615195442405
2017-09-25,105.8348432937551
2017-09-26,105.73255701711193
2017-09-27,105.36481150769173
2017-09-28,105.43421578104935
2017-09-29,105.76489124308351
2017-10-02,105.61687451098479
2017-10-03,105.7684329322395
2017-10-04,105.94022105277746
2017-10-05,105.72908811764812
2017-10-06,105.80187432383579
2017-10-09,105.6631823458801
2017-10-10,105.91670160888303
2017-10-11,106.03849071528538
2017-10-12,106.15726067933853
2017-10-13,106.03348809628835
2017-10-16,105.57911764194976
2017-10-17,106.25148311738171
2017-10-18,105.4375115016467
2017-10-19,104.8949609162512
2017-10-20,104.821172524716
2017-10-23,104.89951404132806
2017-10-24,105.05303191888332
2017-10-25,105.28446072790793
2017-10-26,105.03596912237604
2017-10-27,106.22278899715346
2017-10-30,106.00132097024085
2017-10-31,106.49958244556913
2017-11-01,106.19416058649175
2017-11-02,105.8692505027054
2017-11-03,106.48496646019134
2017-11-06,106.66943155824882
2017-11-07,106.3490952738607
2017-11-08,106.32861333567091
2017-11-09,106.03801949274614
2017-11-10,105.69815797765081
2017-11-13,105.75513814349206
